i,c,d,l,s
5440,2791,24,1149,2466.000000
5441,2791,24,1149,2466.000000
5442,2791,24,1149,2466.000000
5443,2791,24,1149,2466.000000
5444,2791,24,1149,2466.000000
5445,2791,24,1149,2466.000000
5446,2791,24,1149,2466.000000
5447,2791,24,1149,2466.000000
5448,2791,24,1149,2466.000000
5449,2791,24,1149,2466.000000
5450,2791,24,1149,2466.000000
5451,2791,24,1149,2466.000000
5452,2791,24,1149,2466.000000
5453,2791,24,1149,2466.000000
5454,2791,24,1149,2466.000000
5455,2791,24,1149,2466.000000
5456,2791,24,1149,2466.000000
5457,2791,24,1149,2466.000000
5458,2791,24,1149,2466.000000
5459,2791,24,1149,2466.000000
5460,2791,24,1149,2466.000000
5461,2791,24,1149,2466.000000
5462,2791,24,1149,2466.000000
5463,2791,24,1149,2466.000000
5464,2791,24,1149,2466.000000
5465,2791,24,1149,2466.000000
5466,2791,24,1149,2466.000000
5467,2791,24,1149,2466.000000
5468,2791,24,1149,2466.000000
5469,2791,24,1149,2466.000000
5470,2791,24,1149,2466.000000
5471,2791,24,1149,2466.000000
5472,2791,24,1149,2466.000000
5473,2791,24,1149,2466.000000
5474,2791,24,1149,2466.000000
5475,2791,24,1149,2466.000000
5476,2791,24,1149,2466.000000
5477,2791,24,1149,2466.000000
5478,2791,24,1149,2466.000000
5479,2791,24,1149,2466.000000
5480,2791,24,1149,2466.000000
5481,2791,24,1149,2466.000000
5482,2791,24,1149,2466.000000
5483,2791,24,1149,2466.000000
5484,2791,24,1149,2466.000000
5485,2791,24,1149,2466.000000
5486,2791,24,1149,2466.000000
5487,2791,24,1149,2466.000000
5488,2791,24,1149,2466.000000
5489,2791,24,1149,2466.000000
5490,2791,24,1149,2466.000000
5491,2791,24,1149,2466.000000
5492,2791,24,1149,2466.000000
5493,2791,24,1149,2466.000000
5494,2791,24,1149,2466.000000
5495,2791,24,1149,2466.000000
5496,2791,24,1149,2466.000000
5497,2791,24,1149,2466.000000
5498,2791,24,1149,2466.000000
5499,2791,24,1149,2466.000000
5500,2791,24,1149,2466.000000
5501,2791,24,1149,2466.000000
5502,2791,24,1149,2466.000000
5503,2791,24,1149,2466.000000
5504,2791,24,1149,2466.000000
5505,2791,24,1149,2466.000000
5506,2791,24,1149,2466.000000
5507,2791,24,1149,2466.000000
5508,2791,24,1149,2466.000000
5509,2791,24,1149,2466.000000
5510,2791,24,1149,2466.000000
5511,2791,24,1149,2466.000000
5512,2791,24,1149,2466.000000
5513,2791,24,1149,2466.000000
5514,2791,24,1149,2466.000000
5515,2791,24,1149,2466.000000
5516,2791,24,1149,2466.000000
5517,2791,24,1149,2466.000000
5518,2791,24,1149,2466.000000
5519,2791,24,1149,2466.000000
5520,2791,24,1149,2466.000000
5521,2791,24,1149,2466.000000
5522,2791,24,1149,2466.000000
5523,2791,24,1149,2466.000000
5524,2791,24,1149,2466.000000
5525,2791,24,1149,2466.000000
5526,2791,24,1149,2466.000000
5527,2791,24,1149,2466.000000
5528,2791,24,1149,2466.000000
5529,2791,24,1149,2466.000000
5530,2791,24,1149,2466.000000
5531,2791,24,1149,2466.000000
5532,2791,24,1149,2466.000000
5533,2791,24,1149,2466.000000
5534,2791,24,1149,2466.000000
5535,2791,24,1149,2466.000000
5536,2791,24,1149,2466.000000
5537,2791,24,1149,2466.000000
5538,2791,24,1149,2466.000000
5539,2791,24,1149,2466.000000
5540,2791,24,1149,2466.000000
5541,2791,24,1149,2466.000000
5542,2791,24,1149,2466.000000
5543,2791,24,1149,2466.000000
5544,2791,24,1149,2466.000000
5545,2791,24,1149,2466.000000
5546,2791,24,1149,2466.000000
5547,2791,24,1149,2466.000000
5548,2791,24,1149,2466.000000
5549,2791,24,1149,2466.000000
5550,2791,24,1149,2466.000000
5551,2791,24,1149,2466.000000
5552,2791,24,1149,2466.000000
5553,2791,24,1149,2466.000000
5554,2791,24,1149,2466.000000
5555,2791,24,1149,2466.000000
5556,2791,24,1149,2466.000000
5557,2791,24,1149,2466.000000
5558,2791,24,1149,2466.000000
5559,2791,24,1149,2466.000000
5560,2791,24,1149,2466.000000
5561,2791,24,1149,2466.000000
5562,2791,24,1149,2466.000000
5563,2791,24,1149,2466.000000
5564,2791,24,1149,2466.000000
5565,2791,24,1149,2466.000000
5566,2791,24,1149,2466.000000
5567,2791,24,1149,2466.000000
5568,2791,24,1149,2466.000000
5569,2791,24,1149,2466.000000
5570,2791,24,1149,2466.000000
5571,2791,24,1149,2466.000000
5572,2791,24,1149,2466.000000
5573,2791,24,1149,2466.000000
5574,2791,24,1149,2466.000000
5575,2791,24,1149,2466.000000
5576,2791,24,1149,2466.000000
5577,2791,24,1149,2466.000000
5578,2791,24,1149,2466.000000
5579,2791,24,1149,2466.000000
5580,2791,24,1149,2466.000000
5581,2791,24,1149,2466.000000
5582,2791,24,1149,2466.000000
5583,2791,24,1149,2466.000000
5584,2791,24,1149,2466.000000
5585,2791,24,1149,2466.000000
5586,2791,24,1149,2466.000000
5587,2791,24,1149,2466.000000
5588,2791,24,1149,2466.000000
5589,2791,24,1149,2466.000000
5590,2791,24,1149,2466.000000
5591,2791,24,1149,2466.000000
5592,2791,24,1149,2466.000000
5593,2791,24,1149,2466.000000
5594,2791,24,1149,2466.000000
5595,2791,24,1149,2466.000000
5596,2791,24,1149,2466.000000
5597,2791,24,1149,2466.000000
5598,2791,24,1149,2466.000000
5599,2791,24,1149,2466.000000
5600,2791,24,1149,2466.000000
5601,2791,24,1149,2466.000000
5602,2791,24,1149,2466.000000
5603,2791,24,1149,2466.000000
5604,2791,24,1149,2466.000000
5605,2791,24,1149,2466.000000
5606,2791,24,1149,2466.000000
5607,2791,24,1149,2466.000000
5608,2791,24,1149,2466.000000
5609,2791,24,1149,2466.000000
5610,2791,24,1149,2466.000000
5611,2791,24,1149,2466.000000
5612,2791,24,1149,2466.000000
5613,2791,24,1149,2466.000000
5614,2791,24,1149,2466.000000
5615,2791,24,1149,2466.000000
5616,2791,24,1149,2466.000000
5617,2791,24,1149,2466.000000
5618,2791,24,1149,2466.000000
5619,2791,24,1149,2466.000000
5620,2791,24,1149,2466.000000
5621,2791,24,1149,2466.000000
5622,2791,24,1149,2466.000000
5623,2791,24,1149,2466.000000
5624,2791,24,1149,2466.000000
5625,2791,24,1149,2466.000000
5626,2791,24,1149,2466.000000
5627,2791,24,1149,2466.000000
5628,2791,24,1149,2466.000000
5629,2791,24,1149,2466.000000
5630,2791,24,1149,2466.000000
5631,2791,24,1149,2466.000000
5632,2791,24,1149,2466.000000
5633,2791,24,1149,2466.000000
5634,2791,24,1149,2466.000000
5635,2791,24,1149,2466.000000
5636,2791,24,1149,2466.000000
5637,2791,24,1149,2466.000000
5638,2791,24,1149,2466.000000
5639,2791,24,1149,2466.000000
5640,2791,24,1149,2466.000000
5641,2791,24,1149,2466.000000
5642,2791,24,1149,2466.000000
5643,2791,24,1149,2466.000000
5644,2791,24,1149,2466.000000
5645,2791,24,1149,2466.000000
5646,2791,24,1149,2466.000000
5647,2791,24,1149,2466.000000
5648,2791,24,1149,2466.000000
5649,2791,24,1149,2466.000000
5650,2791,24,1149,2466.000000
5651,2791,24,1149,2466.000000
5652,2791,24,1149,2466.000000
5653,2791,24,1149,2466.000000
5654,2791,24,1149,2466.000000
5655,2791,24,1149,2466.000000
5656,2791,24,1149,2466.000000
5657,2791,24,1149,2466.000000
5658,2791,24,1149,2466.000000
5659,2791,24,1149,2466.000000
5660,2791,24,1149,2466.000000
5661,2791,24,1149,2466.000000
5662,2791,24,1149,2466.000000
5663,2791,24,1149,2466.000000
5664,2791,24,1149,2466.000000
5665,2791,24,1149,2466.000000
5666,2791,24,1149,2466.000000
5667,2791,24,1149,2466.000000
5668,2791,24,1149,2466.000000
5669,2791,24,1149,2466.000000
5670,2791,24,1149,2466.000000
5671,2791,24,1149,2466.000000
5672,2791,24,1149,2466.000000
5673,2791,24,1149,2466.000000
5674,2791,24,1149,2466.000000
5675,2791,24,1149,2466.000000
5676,2791,24,1149,2466.000000
5677,2791,24,1149,2466.000000
5678,2791,24,1149,2466.000000
5679,2791,24,1149,2466.000000
5680,2791,24,1149,2466.000000
5681,2791,24,1149,2466.000000
5682,2791,24,1149,2466.000000
5683,2791,24,1149,2466.000000
5684,2791,24,1149,2466.000000
5685,2791,24,1149,2466.000000
5686,2791,24,1149,2466.000000
5687,2791,24,1149,2466.000000
5688,2791,24,1149,2466.000000
5689,2791,24,1149,2466.000000
5690,2791,24,1149,2466.000000
5691,2791,24,1149,2466.000000
5692,2791,24,1149,2466.000000
5693,2791,24,1149,2466.000000
5694,2791,24,1149,2466.000000
5695,2791,24,1149,2466.000000
5696,2791,24,1149,2466.000000
5697,2791,24,1149,2466.000000
5698,2791,24,1149,2466.000000
5699,2791,24,1149,2466.000000
5700,2791,24,1149,2466.000000
5701,2791,24,1149,2466.000000
5702,2791,24,1149,2466.000000
5703,2791,24,1149,2466.000000
5704,2791,24,1149,2466.000000
5705,2791,24,1149,2466.000000
5706,2791,24,1149,2466.000000
5707,2791,24,1149,2466.000000
5708,2791,24,1149,2466.000000
5709,2791,24,1149,2466.000000
5710,2791,24,1149,2466.000000
5711,2791,24,1149,2466.000000
5712,2791,24,1149,2466.000000
5713,2791,24,1149,2466.000000
5714,2791,24,1149,2466.000000
5715,2791,24,1149,2466.000000
5716,2791,24,1149,2466.000000
5717,2791,24,1149,2466.000000
5718,2791,24,1149,2466.000000
5719,2791,24,1149,2466.000000
5720,2791,24,1149,2466.000000
5721,2791,24,1149,2466.000000
5722,2791,24,1149,2466.000000
5723,2791,24,1149,2466.000000
5724,2791,24,1149,2466.000000
5725,2791,24,1149,2466.000000
5726,2791,24,1149,2466.000000
5727,2791,24,1149,2466.000000
5728,2791,24,1149,2466.000000
5729,2791,24,1149,2466.000000
5730,2791,24,1149,2466.000000
5731,2791,24,1149,2466.000000
5732,2791,24,1149,2466.000000
5733,2791,24,1149,2466.000000
5734,2791,24,1149,2466.000000
5735,2791,24,1149,2466.000000
5736,2791,24,1149,2466.000000
5737,2791,24,1149,2466.000000
5738,2791,24,1149,2466.000000
5739,2791,24,1149,2466.000000
5740,2791,24,1149,2466.000000
5741,2791,24,1149,2466.000000
5742,2791,24,1149,2466.000000
5743,2791,24,1149,2466.000000
5744,2791,24,1149,2466.000000
5745,2791,24,1149,2466.000000
5746,2791,24,1149,2466.000000
5747,2791,24,1149,2466.000000
5748,2791,24,1149,2466.000000
5749,2791,24,1149,2466.000000
5750,2791,24,1149,2466.000000
5751,2791,24,1149,2466.000000
5752,2791,24,1149,2466.000000
5753,2791,24,1149,2466.000000
5754,2791,24,1149,2466.000000
5755,2791,24,1149,2466.000000
5756,2791,24,1149,2466.000000
5757,2791,24,1149,2466.000000
5758,2791,24,1149,2466.000000
5759,2791,24,1149,2466.000000
5760,2791,24,1149,2466.000000
5761,2791,24,1149,2466.000000
5762,2791,24,1149,2466.000000
5763,2791,24,1149,2466.000000
5764,2791,24,1149,2466.000000
5765,2791,24,1149,2466.000000
5766,2791,24,1149,2466.000000
5767,2791,24,1149,2466.000000
5768,2791,24,1149,2466.000000
5769,2791,24,1149,2466.000000
5770,2791,24,1149,2466.000000
5771,2791,24,1149,2466.000000
5772,2791,24,1149,2466.000000
5773,2791,24,1149,2466.000000
5774,2791,24,1149,2466.000000
5775,2791,24,1149,2466.000000
5776,2791,24,1149,2466.000000
5777,2791,24,1149,2466.000000
5778,2791,24,1149,2466.000000
5779,2791,24,1149,2466.000000
5780,2791,24,1149,2466.000000
5781,2791,24,1149,2466.000000
5782,2791,24,1149,2466.000000
5783,2791,24,1149,2466.000000
5784,2791,24,1149,2466.000000
5785,2791,24,1149,2466.000000
5786,2791,24,1149,2466.000000
5787,2791,24,1149,2466.000000
5788,2791,24,1149,2466.000000
5789,2791,24,1149,2466.000000
5790,2791,24,1149,2466.000000
5791,2791,24,1149,2466.000000
5792,2791,24,1149,2466.000000
5793,2791,24,1149,2466.000000
5794,2791,24,1149,2466.000000
5795,2791,24,1149,2466.000000
5796,2791,24,1149,2466.000000
5797,2791,24,1149,2466.000000
5798,2791,24,1149,2466.000000
5799,2791,24,1149,2466.000000
5800,2791,24,1149,2466.000000
5801,2791,24,1149,2466.000000
5802,2791,24,1149,2466.000000
5803,2791,24,1149,2466.000000
5804,2791,24,1149,2466.000000
5805,2791,24,1149,2466.000000
5806,2791,24,1149,2466.000000
5807,2791,24,1149,2466.000000
5808,2791,24,1149,2466.000000
5809,2791,24,1149,2466.000000
5810,2791,24,1149,2466.000000
5811,2791,24,1149,2466.000000
5812,2791,24,1149,2466.000000
5813,2791,24,1149,2466.000000
5814,2791,24,1149,2466.000000
5815,2791,24,1149,2466.000000
5816,2791,24,1149,2466.000000
5817,2791,24,1149,2466.000000
5818,2791,24,1149,2466.000000
5819,2791,24,1149,2466.000000
5820,2791,24,1149,2466.000000
5821,2791,24,1149,2466.000000
5822,2791,24,1149,2466.000000
5823,2791,24,1149,2466.000000
5824,2791,24,1149,2466.000000
5825,2791,24,1149,2466.000000
5826,2791,24,1149,2466.000000
5827,2791,24,1149,2466.000000
5828,2791,24,1149,2466.000000
5829,2791,24,1149,2466.000000
5830,2791,24,1149,2466.000000
5831,2791,24,1149,2466.000000
5832,2791,24,1149,2466.000000
5833,2791,24,1149,2466.000000
5834,2791,24,1149,2466.000000
5835,2791,24,1149,2466.000000
5836,2791,24,1149,2466.000000
5837,2791,24,1149,2466.000000
5838,2791,24,1149,2466.000000
5839,2791,24,1149,2466.000000
5840,2791,24,1149,2466.000000
5841,2791,24,1149,2466.000000
5842,2791,24,1149,2466.000000
5843,2791,24,1149,2466.000000
5844,2791,24,1149,2466.000000
5845,2791,24,1149,2466.000000
5846,2791,24,1149,2466.000000
5847,2791,24,1149,2466.000000
5848,2791,24,1149,2466.000000
5849,2791,24,1149,2466.000000
5850,2791,24,1149,2466.000000
5851,2791,24,1149,2466.000000
5852,2791,24,1149,2466.000000
5853,2791,24,1149,2466.000000
5854,2791,24,1149,2466.000000
5855,2791,24,1149,2466.000000
5856,2791,24,1149,2466.000000
5857,2791,24,1149,2466.000000
5858,2791,24,1149,2466.000000
5859,2791,24,1149,2466.000000
5860,2791,24,1149,2466.000000
5861,2791,24,1149,2466.000000
5862,2791,24,1149,2466.000000
5863,2791,24,1149,2466.000000
5864,2791,24,1149,2466.000000
5865,2791,24,1149,2466.000000
5866,2791,24,1149,2466.000000
5867,2791,24,1149,2466.000000
5868,2791,24,1149,2466.000000
5869,2791,24,1149,2466.000000
5870,2791,24,1149,2466.000000
5871,2791,24,1149,2466.000000
5872,2791,24,1149,2466.000000
5873,2791,24,1149,2466.000000
5874,2791,24,1149,2466.000000
5875,2791,24,1149,2466.000000
5876,2791,24,1149,2466.000000
5877,2791,24,1149,2466.000000
5878,2791,24,1149,2466.000000
5879,2791,24,1149,2466.000000
5880,2791,24,1149,2466.000000
5881,2791,24,1149,2466.000000
5882,2791,24,1149,2466.000000
5883,2791,24,1149,2466.000000
5884,2791,24,1149,2466.000000
5885,2791,24,1149,2466.000000
5886,2791,24,1149,2466.000000
5887,2791,24,1149,2466.000000
5888,2791,24,1149,2466.000000
5889,2791,24,1149,2466.000000
5890,2791,24,1149,2466.000000
5891,2791,24,1149,2466.000000
5892,2791,24,1149,2466.000000
5893,2791,24,1149,2466.000000
5894,2791,24,1149,2466.000000
5895,2791,24,1149,2466.000000
5896,2791,24,1149,2466.000000
5897,2791,24,1149,2466.000000
5898,2791,24,1149,2466.000000
5899,2791,24,1149,2466.000000
5900,2791,24,1149,2466.000000
5901,2791,24,1149,2466.000000
5902,2791,24,1149,2466.000000
5903,2791,24,1149,2466.000000
5904,2791,24,1149,2466.000000
5905,2791,24,1149,2466.000000
5906,2791,24,1149,2466.000000
5907,2791,24,1149,2466.000000
5908,2791,24,1149,2466.000000
5909,2791,24,1149,2466.000000
5910,2791,24,1149,2466.000000
5911,2791,24,1149,2466.000000
5912,2791,24,1149,2466.000000
5913,2791,24,1149,2466.000000
5914,2791,24,1149,2466.000000
5915,2791,24,1149,2466.000000
5916,2791,24,1149,2466.000000
5917,2791,24,1149,2466.000000
5918,2791,24,1149,2466.000000
5919,2791,24,1149,2466.000000
5920,2791,24,1149,2466.000000
5921,2791,24,1149,2466.000000
5922,2791,24,1149,2466.000000
5923,2791,24,1149,2466.000000
5924,2791,24,1149,2466.000000
5925,2791,24,1149,2466.000000
5926,2791,24,1149,2466.000000
5927,2791,24,1149,2466.000000
5928,2791,24,1149,2466.000000
5929,2791,24,1149,2466.000000
5930,2791,24,1149,2466.000000
5931,2791,24,1149,2466.000000
5932,2791,24,1149,2466.000000
5933,2791,24,1149,2466.000000
5934,2791,24,1149,2466.000000
5935,2791,24,1149,2466.000000
5936,2791,24,1149,2466.000000
5937,2791,24,1149,2466.000000
5938,2791,24,1149,2466.000000
5939,2791,24,1149,2466.000000
5940,2791,24,1149,2466.000000
5941,2791,24,1149,2466.000000
5942,2791,24,1149,2466.000000
5943,2791,24,1149,2466.000000
5944,2791,24,1149,2466.000000
5945,2791,24,1149,2466.000000
5946,2791,24,1149,2466.000000
5947,2791,24,1149,2466.000000
5948,2791,24,1149,2466.000000
5949,2791,24,1149,2466.000000
5950,2791,24,1149,2466.000000
5951,2791,24,1149,2466.000000
5952,2791,24,1149,2466.000000
5953,2791,24,1149,2466.000000
5954,2791,24,1149,2466.000000
5955,2791,24,1149,2466.000000
5956,2791,24,1149,2466.000000
5957,2791,24,1149,2466.000000
5958,2791,24,1149,2466.000000
5959,2791,24,1149,2466.000000
5960,2791,24,1149,2466.000000
5961,2791,24,1149,2466.000000
5962,2791,24,1149,2466.000000
5963,2791,24,1149,2466.000000
5964,2791,24,1149,2466.000000
5965,2791,24,1149,2466.000000
5966,2791,24,1149,2466.000000
5967,2791,24,1149,2466.000000
5968,2791,24,1149,2466.000000
5969,2791,24,1149,2466.000000
5970,2791,24,1149,2466.000000
5971,2791,24,1149,2466.000000
5972,2791,24,1149,2466.000000
5973,2791,24,1149,2466.000000
5974,2791,24,1149,2466.000000
5975,2791,24,1149,2466.000000
5976,2791,24,1149,2466.000000
5977,2791,24,1149,2466.000000
5978,2791,24,1149,2466.000000
5979,2791,24,1149,2466.000000
5980,2791,24,1149,2466.000000
5981,2791,24,1149,2466.000000
5982,2791,24,1149,2466.000000
5983,2791,24,1149,2466.000000
5984,2791,24,1149,2466.000000
5985,2791,24,1149,2466.000000
5986,2791,24,1149,2466.000000
5987,2791,24,1149,2466.000000
5988,2791,24,1149,2466.000000
5989,2791,24,1149,2466.000000
5990,2791,24,1149,2466.000000
5991,2791,24,1149,2466.000000
5992,2791,24,1149,2466.000000
5993,2791,24,1149,2466.000000
5994,2791,24,1149,2466.000000
5995,2791,24,1149,2466.000000
5996,2791,24,1149,2466.000000
5997,2791,24,1149,2466.000000
5998,2791,24,1149,2466.000000
5999,2791,24,1149,2466.000000
6000,2791,24,1149,2466.000000
6001,2791,24,1149,2466.000000
6002,2791,24,1149,2466.000000
6003,2791,24,1149,2466.000000
6004,2791,24,1149,2466.000000
6005,2791,24,1149,2466.000000
6006,2791,24,1149,2466.000000
6007,2791,24,1149,2466.000000
6008,2791,24,1149,2466.000000
6009,2791,24,1149,2466.000000
6010,2791,24,1149,2466.000000
6011,2791,24,1149,2466.000000
6012,2791,24,1149,2466.000000
6013,2791,24,1149,2466.000000
6014,2791,24,1149,2466.000000
6015,2791,24,1149,2466.000000
6016,2791,24,1149,2466.000000
6017,2791,24,1149,2466.000000
6018,2791,24,1149,2466.000000
6019,2791,24,1149,2466.000000
6020,2791,24,1149,2466.000000
6021,2791,24,1149,2466.000000
6022,2791,24,1149,2466.000000
6023,2791,24,1149,2466.000000
6024,2791,24,1149,2466.000000
6025,2791,24,1149,2466.000000
6026,2791,24,1149,2466.000000
6027,2791,24,1149,2466.000000
6028,2791,24,1149,2466.000000
6029,2791,24,1149,2466.000000
6030,2791,24,1149,2466.000000
6031,2791,24,1149,2466.000000
6032,2791,24,1149,2466.000000
6033,2791,24,1149,2466.000000
6034,2791,24,1149,2466.000000
6035,2791,24,1149,2466.000000
6036,2791,24,1149,2466.000000
6037,2791,24,1149,2466.000000
6038,2791,24,1149,2466.000000
6039,2791,24,1149,2466.000000
6040,2791,24,1149,2466.000000
6041,2791,24,1149,2466.000000
6042,2791,24,1149,2466.000000
6043,2791,24,1149,2466.000000
6044,2791,24,1149,2466.000000
6045,2791,24,1149,2466.000000
6046,2791,24,1149,2466.000000
6047,2791,24,1149,2466.000000
6048,2791,24,1149,2466.000000
6049,2791,24,1149,2466.000000
6050,2791,24,1149,2466.000000
6051,2791,24,1149,2466.000000
6052,2791,24,1149,2466.000000
6053,2791,24,1149,2466.000000
6054,2791,24,1149,2466.000000
6055,2791,24,1149,2466.000000
6056,2791,24,1149,2466.000000
6057,2791,24,1149,2466.000000
6058,2791,24,1149,2466.000000
6059,2791,24,1149,2466.000000
6060,2791,24,1149,2466.000000
6061,2791,24,1149,2466.000000
6062,2791,24,1149,2466.000000
6063,2791,24,1149,2466.000000
6064,2791,24,1149,2466.000000
6065,2791,24,1149,2466.000000
6066,2791,24,1149,2466.000000
6067,2791,24,1149,2466.000000
6068,2791,24,1149,2466.000000
6069,2791,24,1149,2466.000000
6070,2791,24,1149,2466.000000
6071,2791,24,1149,2466.000000
6072,2791,24,1149,2466.000000
6073,2791,24,1149,2466.000000
6074,2791,24,1149,2466.000000
6075,2791,24,1149,2466.000000
6076,2791,24,1149,2466.000000
6077,2791,24,1149,2466.000000
6078,2791,24,1149,2466.000000
6079,2791,24,1149,2466.000000
6080,2791,24,1149,2466.000000
6081,2791,24,1149,2466.000000
6082,2791,24,1149,2466.000000
6083,2791,24,1149,2466.000000
6084,2791,24,1149,2466.000000
6085,2791,24,1149,2466.000000
6086,2791,24,1149,2466.000000
6087,2791,24,1149,2466.000000
6088,2791,24,1149,2466.000000
6089,2791,24,1149,2466.000000
6090,2791,24,1149,2466.000000
6091,2791,24,1149,2466.000000
6092,2791,24,1149,2466.000000
6093,2791,24,1149,2466.000000
6094,2791,24,1149,2466.000000
6095,2791,24,1149,2466.000000
6096,2791,24,1149,2466.000000
6097,2791,24,1149,2466.000000
6098,2791,24,1149,2466.000000
6099,2791,24,1149,2466.000000
6100,2791,24,1149,2466.000000
6101,2791,24,1149,2466.000000
6102,2791,24,1149,2466.000000
6103,2791,24,1149,2466.000000
6104,2791,24,1149,2466.000000
6105,2791,24,1149,2466.000000
6106,2791,24,1149,2466.000000
6107,2791,24,1149,2466.000000
6108,2791,24,1149,2466.000000
6109,2791,24,1149,2466.000000
6110,2791,24,1149,2466.000000
6111,2791,24,1149,2466.000000
6112,2791,24,1149,2466.000000
6113,2791,24,1149,2466.000000
6114,2791,24,1149,2466.000000
6115,2791,24,1149,2466.000000
6116,2791,24,1149,2466.000000
6117,2791,24,1149,2466.000000
6118,2791,24,1149,2466.000000
6119,2791,24,1149,2466.000000
6120,2791,24,1149,2466.000000
6121,2791,24,1149,2466.000000
6122,2791,24,1149,2466.000000
6123,2791,24,1149,2466.000000
6124,2791,24,1149,2466.000000
6125,2791,24,1149,2466.000000
6126,2791,24,1149,2466.000000
6127,2791,24,1149,2466.000000
6128,2791,24,1149,2466.000000
6129,2791,24,1149,2466.000000
6130,2791,24,1149,2466.000000
6131,2791,24,1149,2466.000000
6132,2791,24,1149,2466.000000
6133,2791,24,1149,2466.000000
6134,2791,24,1149,2466.000000
6135,2791,24,1149,2466.000000
6136,2791,24,1149,2466.000000
6137,2791,24,1149,2466.000000
6138,2791,24,1149,2466.000000
6139,2791,24,1149,2466.000000
6140,2791,24,1149,2466.000000
6141,2791,24,1149,2466.000000
6142,2791,24,1149,2466.000000
6143,2791,24,1149,2466.000000
6144,2791,24,1149,2466.000000
6145,2791,24,1149,2466.000000
6146,2791,24,1149,2466.000000
6147,2791,24,1149,2466.000000
6148,2791,24,1149,2466.000000
6149,2791,24,1149,2466.000000
6150,2791,24,1149,2466.000000
6151,2791,24,1149,2466.000000
6152,2791,24,1149,2466.000000
6153,2791,24,1149,2466.000000
6154,2791,24,1149,2466.000000
6155,2791,24,1149,2466.000000
6156,2791,24,1149,2466.000000
6157,2791,24,1149,2466.000000
6158,2791,24,1149,2466.000000
6159,2791,24,1149,2466.000000
6160,2791,24,1149,2466.000000
6161,2791,24,1149,2466.000000
6162,2791,24,1149,2466.000000
6163,2791,24,1149,2466.000000
6164,2791,24,1149,2466.000000
6165,2791,24,1149,2466.000000
6166,2791,24,1149,2466.000000
6167,2791,24,1149,2466.000000
6168,2791,24,1149,2466.000000
6169,2791,24,1149,2466.000000
6170,2791,24,1149,2466.000000
6171,2791,24,1149,2466.000000
6172,2791,24,1149,2466.000000
6173,2791,24,1149,2466.000000
6174,2791,24,1149,2466.000000
6175,2791,24,1149,2466.000000
6176,2791,24,1149,2466.000000
6177,2791,24,1149,2466.000000
6178,2791,24,1149,2466.000000
6179,2791,24,1149,2466.000000
6180,2791,24,1149,2466.000000
6181,2791,24,1149,2466.000000
6182,2791,24,1149,2466.000000
6183,2791,24,1149,2466.000000
6184,2791,24,1149,2466.000000
6185,2791,24,1149,2466.000000
6186,2791,24,1149,2466.000000
6187,2791,24,1149,2466.000000
6188,2791,24,1149,2466.000000
6189,2791,24,1149,2466.000000
6190,2791,24,1149,2466.000000
6191,2791,24,1149,2466.000000
6192,2791,24,1149,2466.000000
6193,2791,24,1149,2466.000000
6194,2791,24,1149,2466.000000
6195,2791,24,1149,2466.000000
6196,2791,24,1149,2466.000000
6197,2791,24,1149,2466.000000
6198,2791,24,1149,2466.000000
6199,2791,24,1149,2466.000000
6200,2791,24,1149,2466.000000
6201,2791,24,1149,2466.000000
6202,2791,24,1149,2466.000000
6203,2791,24,1149,2466.000000
6204,2791,24,1149,2466.000000
6205,2791,24,1149,2466.000000
6206,2791,24,1149,2466.000000
6207,2791,24,1149,2466.000000
6208,2791,24,1149,2466.000000
6209,2791,24,1149,2466.000000
6210,2791,24,1149,2466.000000
6211,2791,24,1149,2466.000000
6212,2791,24,1149,2466.000000
6213,2791,24,1149,2466.000000
6214,2791,24,1149,2466.000000
6215,2791,24,1149,2466.000000
6216,2791,24,1149,2466.000000
6217,2791,24,1149,2466.000000
6218,2791,24,1149,2466.000000
6219,2791,24,1149,2466.000000
6220,2791,24,1149,2466.000000
6221,2791,24,1149,2466.000000
6222,2791,24,1149,2466.000000
6223,2791,24,1149,2466.000000
6224,2791,24,1149,2466.000000
6225,2791,24,1149,2466.000000
6226,2791,24,1149,2466.000000
6227,2791,24,1149,2466.000000
6228,2791,24,1149,2466.000000
6229,2791,24,1149,2466.000000
6230,2791,24,1149,2466.000000
6231,2791,24,1149,2466.000000
6232,2791,24,1149,2466.000000
6233,2791,24,1149,2466.000000
6234,2791,24,1149,2466.000000
6235,2791,24,1149,2466.000000
6236,2791,24,1149,2466.000000
6237,2791,24,1149,2466.000000
6238,2791,24,1149,2466.000000
6239,2791,24,1149,2466.000000
6240,2791,24,1149,2466.000000
6241,2791,24,1149,2466.000000
6242,2791,24,1149,2466.000000
6243,2791,24,1149,2466.000000
6244,2791,24,1149,2466.000000
6245,2791,24,1149,2466.000000
6246,2791,24,1149,2466.000000
6247,2791,24,1149,2466.000000
6248,2791,24,1149,2466.000000
6249,2791,24,1149,2466.000000
6250,2791,24,1149,2466.000000
6251,2791,24,1149,2466.000000
6252,2791,24,1149,2466.000000
6253,2791,24,1149,2466.000000
6254,2791,24,1149,2466.000000
6255,2791,24,1149,2466.000000
6256,2791,24,1149,2466.000000
6257,2791,24,1149,2466.000000
6258,2791,24,1149,2466.000000
6259,2791,24,1149,2466.000000
6260,2791,24,1149,2466.000000
6261,2791,24,1149,2466.000000
