i,c,d,l,s
2806,2791,24,1149,2466.000000
2807,2791,24,1149,2466.000000
2808,2791,24,1149,2466.000000
2809,2791,24,1149,2466.000000
2810,2791,24,1149,2466.000000
2811,2791,24,1149,2466.000000
2812,2791,24,1149,2466.000000
2813,2791,24,1149,2466.000000
2814,2791,24,1149,2466.000000
2815,2791,24,1149,2466.000000
2816,2791,24,1149,2466.000000
2817,2791,24,1149,2466.000000
2818,2791,24,1149,2466.000000
2819,2791,24,1149,2466.000000
2820,2791,24,1149,2466.000000
2821,2791,24,1149,2466.000000
2822,2791,24,1149,2466.000000
2823,2791,24,1149,2466.000000
2824,2791,24,1149,2466.000000
2825,2791,24,1149,2466.000000
2826,2791,24,1149,2466.000000
2827,2791,24,1149,2466.000000
2828,2791,24,1149,2466.000000
2829,2791,24,1149,2466.000000
2830,2791,24,1149,2466.000000
2831,2791,24,1149,2466.000000
2832,2791,24,1149,2466.000000
2833,2791,24,1149,2466.000000
2834,2791,24,1149,2466.000000
2835,2791,24,1149,2466.000000
2836,2791,24,1149,2466.000000
2837,2791,24,1149,2466.000000
2838,2791,24,1149,2466.000000
2839,2791,24,1149,2466.000000
2840,2791,24,1149,2466.000000
2841,2791,24,1149,2466.000000
2842,2791,24,1149,2466.000000
2843,2791,24,1149,2466.000000
2844,2791,24,1149,2466.000000
2845,2791,24,1149,2466.000000
2846,2791,24,1149,2466.000000
2847,2791,24,1149,2466.000000
2848,2791,24,1149,2466.000000
2849,2791,24,1149,2466.000000
2850,2791,24,1149,2466.000000
2851,2791,24,1149,2466.000000
2852,2791,24,1149,2466.000000
2853,2791,24,1149,2466.000000
2854,2791,24,1149,2466.000000
2855,2791,24,1149,2466.000000
2856,2791,24,1149,2466.000000
2857,2791,24,1149,2466.000000
2858,2791,24,1149,2466.000000
2859,2791,24,1149,2466.000000
2860,2791,24,1149,2466.000000
2861,2791,24,1149,2466.000000
2862,2791,24,1149,2466.000000
2863,2791,24,1149,2466.000000
2864,2791,24,1149,2466.000000
2865,2791,24,1149,2466.000000
2866,2791,24,1149,2466.000000
2867,2791,24,1149,2466.000000
2868,2791,24,1149,2466.000000
2869,2791,24,1149,2466.000000
2870,2791,24,1149,2466.000000
2871,2791,24,1149,2466.000000
2872,2791,24,1149,2466.000000
2873,2791,24,1149,2466.000000
2874,2791,24,1149,2466.000000
2875,2791,24,1149,2466.000000
2876,2791,24,1149,2466.000000
2877,2791,24,1149,2466.000000
2878,2791,24,1149,2466.000000
2879,2791,24,1149,2466.000000
2880,2791,24,1149,2466.000000
2881,2791,24,1149,2466.000000
2882,2791,24,1149,2466.000000
2883,2791,24,1149,2466.000000
2884,2791,24,1149,2466.000000
2885,2791,24,1149,2466.000000
2886,2791,24,1149,2466.000000
2887,2791,24,1149,2466.000000
2888,2791,24,1149,2466.000000
2889,2791,24,1149,2466.000000
2890,2791,24,1149,2466.000000
2891,2791,24,1149,2466.000000
2892,2791,24,1149,2466.000000
2893,2791,24,1149,2466.000000
2894,2791,24,1149,2466.000000
2895,2791,24,1149,2466.000000
2896,2791,24,1149,2466.000000
2897,2791,24,1149,2466.000000
2898,2791,24,1149,2466.000000
2899,2791,24,1149,2466.000000
2900,2791,24,1149,2466.000000
2901,2791,24,1149,2466.000000
2902,2791,24,1149,2466.000000
2903,2791,24,1149,2466.000000
2904,2791,24,1149,2466.000000
2905,2791,24,1149,2466.000000
2906,2791,24,1149,2466.000000
2907,2791,24,1149,2466.000000
2908,2791,24,1149,2466.000000
2909,2791,24,1149,2466.000000
2910,2791,24,1149,2466.000000
2911,2791,24,1149,2466.000000
2912,2791,24,1149,2466.000000
2913,2791,24,1149,2466.000000
2914,2791,24,1149,2466.000000
2915,2791,24,1149,2466.000000
2916,2791,24,1149,2466.000000
2917,2791,24,1149,2466.000000
2918,2791,24,1149,2466.000000
2919,2791,24,1149,2466.000000
2920,2791,24,1149,2466.000000
2921,2791,24,1149,2466.000000
2922,2791,24,1149,2466.000000
2923,2791,24,1149,2466.000000
2924,2791,24,1149,2466.000000
2925,2791,24,1149,2466.000000
2926,2791,24,1149,2466.000000
2927,2791,24,1149,2466.000000
2928,2791,24,1149,2466.000000
2929,2791,24,1149,2466.000000
2930,2791,24,1149,2466.000000
2931,2791,24,1149,2466.000000
2932,2791,24,1149,2466.000000
2933,2791,24,1149,2466.000000
2934,2791,24,1149,2466.000000
2935,2791,24,1149,2466.000000
2936,2791,24,1149,2466.000000
2937,2791,24,1149,2466.000000
2938,2791,24,1149,2466.000000
2939,2791,24,1149,2466.000000
2940,2791,24,1149,2466.000000
2941,2791,24,1149,2466.000000
2942,2791,24,1149,2466.000000
2943,2791,24,1149,2466.000000
2944,2791,24,1149,2466.000000
2945,2791,24,1149,2466.000000
2946,2791,24,1149,2466.000000
2947,2791,24,1149,2466.000000
2948,2791,24,1149,2466.000000
2949,2791,24,1149,2466.000000
2950,2791,24,1149,2466.000000
2951,2791,24,1149,2466.000000
2952,2791,24,1149,2466.000000
2953,2791,24,1149,2466.000000
2954,2791,24,1149,2466.000000
2955,2791,24,1149,2466.000000
2956,2791,24,1149,2466.000000
2957,2791,24,1149,2466.000000
2958,2791,24,1149,2466.000000
2959,2791,24,1149,2466.000000
2960,2791,24,1149,2466.000000
2961,2791,24,1149,2466.000000
2962,2791,24,1149,2466.000000
2963,2791,24,1149,2466.000000
2964,2791,24,1149,2466.000000
2965,2791,24,1149,2466.000000
2966,2791,24,1149,2466.000000
2967,2791,24,1149,2466.000000
2968,2791,24,1149,2466.000000
2969,2791,24,1149,2466.000000
2970,2791,24,1149,2466.000000
2971,2791,24,1149,2466.000000
2972,2791,24,1149,2466.000000
2973,2791,24,1149,2466.000000
2974,2791,24,1149,2466.000000
2975,2791,24,1149,2466.000000
2976,2791,24,1149,2466.000000
2977,2791,24,1149,2466.000000
2978,2791,24,1149,2466.000000
2979,2791,24,1149,2466.000000
2980,2791,24,1149,2466.000000
2981,2791,24,1149,2466.000000
2982,2791,24,1149,2466.000000
2983,2791,24,1149,2466.000000
2984,2791,24,1149,2466.000000
2985,2791,24,1149,2466.000000
2986,2791,24,1149,2466.000000
2987,2791,24,1149,2466.000000
2988,2791,24,1149,2466.000000
2989,2791,24,1149,2466.000000
2990,2791,24,1149,2466.000000
2991,2791,24,1149,2466.000000
2992,2791,24,1149,2466.000000
2993,2791,24,1149,2466.000000
2994,2791,24,1149,2466.000000
2995,2791,24,1149,2466.000000
2996,2791,24,1149,2466.000000
2997,2791,24,1149,2466.000000
2998,2791,24,1149,2466.000000
2999,2791,24,1149,2466.000000
3000,2791,24,1149,2466.000000
3001,2791,24,1149,2466.000000
3002,2791,24,1149,2466.000000
3003,2791,24,1149,2466.000000
3004,2791,24,1149,2466.000000
3005,2791,24,1149,2466.000000
3006,2791,24,1149,2466.000000
3007,2791,24,1149,2466.000000
3008,2791,24,1149,2466.000000
3009,2791,24,1149,2466.000000
3010,2791,24,1149,2466.000000
3011,2791,24,1149,2466.000000
3012,2791,24,1149,2466.000000
3013,2791,24,1149,2466.000000
3014,2791,24,1149,2466.000000
3015,2791,24,1149,2466.000000
3016,2791,24,1149,2466.000000
3017,2791,24,1149,2466.000000
3018,2791,24,1149,2466.000000
3019,2791,24,1149,2466.000000
3020,2791,24,1149,2466.000000
3021,2791,24,1149,2466.000000
3022,2791,24,1149,2466.000000
3023,2791,24,1149,2466.000000
3024,2791,24,1149,2466.000000
3025,2791,24,1149,2466.000000
3026,2791,24,1149,2466.000000
3027,2791,24,1149,2466.000000
3028,2791,24,1149,2466.000000
3029,2791,24,1149,2466.000000
3030,2791,24,1149,2466.000000
3031,2791,24,1149,2466.000000
3032,2791,24,1149,2466.000000
3033,2791,24,1149,2466.000000
3034,2791,24,1149,2466.000000
3035,2791,24,1149,2466.000000
3036,2791,24,1149,2466.000000
3037,2791,24,1149,2466.000000
3038,2791,24,1149,2466.000000
3039,2791,24,1149,2466.000000
3040,2791,24,1149,2466.000000
3041,2791,24,1149,2466.000000
3042,2791,24,1149,2466.000000
3043,2791,24,1149,2466.000000
3044,2791,24,1149,2466.000000
3045,2791,24,1149,2466.000000
3046,2791,24,1149,2466.000000
3047,2791,24,1149,2466.000000
3048,2791,24,1149,2466.000000
3049,2791,24,1149,2466.000000
3050,2791,24,1149,2466.000000
3051,2791,24,1149,2466.000000
3052,2791,24,1149,2466.000000
3053,2791,24,1149,2466.000000
3054,2791,24,1149,2466.000000
3055,2791,24,1149,2466.000000
3056,2791,24,1149,2466.000000
3057,2791,24,1149,2466.000000
3058,2791,24,1149,2466.000000
3059,2791,24,1149,2466.000000
3060,2791,24,1149,2466.000000
3061,2791,24,1149,2466.000000
3062,2791,24,1149,2466.000000
3063,2791,24,1149,2466.000000
3064,2791,24,1149,2466.000000
3065,2791,24,1149,2466.000000
3066,2791,24,1149,2466.000000
3067,2791,24,1149,2466.000000
3068,2791,24,1149,2466.000000
3069,2791,24,1149,2466.000000
3070,2791,24,1149,2466.000000
3071,2791,24,1149,2466.000000
3072,2791,24,1149,2466.000000
3073,2791,24,1149,2466.000000
3074,2791,24,1149,2466.000000
3075,2791,24,1149,2466.000000
3076,2791,24,1149,2466.000000
3077,2791,24,1149,2466.000000
3078,2791,24,1149,2466.000000
3079,2791,24,1149,2466.000000
3080,2791,24,1149,2466.000000
3081,2791,24,1149,2466.000000
3082,2791,24,1149,2466.000000
3083,2791,24,1149,2466.000000
3084,2791,24,1149,2466.000000
3085,2791,24,1149,2466.000000
3086,2791,24,1149,2466.000000
3087,2791,24,1149,2466.000000
3088,2791,24,1149,2466.000000
3089,2791,24,1149,2466.000000
3090,2791,24,1149,2466.000000
3091,2791,24,1149,2466.000000
3092,2791,24,1149,2466.000000
3093,2791,24,1149,2466.000000
3094,2791,24,1149,2466.000000
3095,2791,24,1149,2466.000000
3096,2791,24,1149,2466.000000
3097,2791,24,1149,2466.000000
3098,2791,24,1149,2466.000000
3099,2791,24,1149,2466.000000
3100,2791,24,1149,2466.000000
3101,2791,24,1149,2466.000000
3102,2791,24,1149,2466.000000
3103,2791,24,1149,2466.000000
3104,2791,24,1149,2466.000000
3105,2791,24,1149,2466.000000
3106,2791,24,1149,2466.000000
3107,2791,24,1149,2466.000000
3108,2791,24,1149,2466.000000
3109,2791,24,1149,2466.000000
3110,2791,24,1149,2466.000000
3111,2791,24,1149,2466.000000
3112,2791,24,1149,2466.000000
3113,2791,24,1149,2466.000000
3114,2791,24,1149,2466.000000
3115,2791,24,1149,2466.000000
3116,2791,24,1149,2466.000000
3117,2791,24,1149,2466.000000
3118,2791,24,1149,2466.000000
3119,2791,24,1149,2466.000000
3120,2791,24,1149,2466.000000
3121,2791,24,1149,2466.000000
3122,2791,24,1149,2466.000000
3123,2791,24,1149,2466.000000
3124,2791,24,1149,2466.000000
3125,2791,24,1149,2466.000000
3126,2791,24,1149,2466.000000
3127,2791,24,1149,2466.000000
3128,2791,24,1149,2466.000000
3129,2791,24,1149,2466.000000
3130,2791,24,1149,2466.000000
3131,2791,24,1149,2466.000000
3132,2791,24,1149,2466.000000
3133,2791,24,1149,2466.000000
3134,2791,24,1149,2466.000000
3135,2791,24,1149,2466.000000
3136,2791,24,1149,2466.000000
3137,2791,24,1149,2466.000000
3138,2791,24,1149,2466.000000
3139,2791,24,1149,2466.000000
3140,2791,24,1149,2466.000000
3141,2791,24,1149,2466.000000
3142,2791,24,1149,2466.000000
3143,2791,24,1149,2466.000000
3144,2791,24,1149,2466.000000
3145,2791,24,1149,2466.000000
3146,2791,24,1149,2466.000000
3147,2791,24,1149,2466.000000
3148,2791,24,1149,2466.000000
3149,2791,24,1149,2466.000000
3150,2791,24,1149,2466.000000
3151,2791,24,1149,2466.000000
3152,2791,24,1149,2466.000000
3153,2791,24,1149,2466.000000
3154,2791,24,1149,2466.000000
3155,2791,24,1149,2466.000000
3156,2791,24,1149,2466.000000
3157,2791,24,1149,2466.000000
3158,2791,24,1149,2466.000000
3159,2791,24,1149,2466.000000
3160,2791,24,1149,2466.000000
3161,2791,24,1149,2466.000000
3162,2791,24,1149,2466.000000
3163,2791,24,1149,2466.000000
3164,2791,24,1149,2466.000000
3165,2791,24,1149,2466.000000
3166,2791,24,1149,2466.000000
3167,2791,24,1149,2466.000000
3168,2791,24,1149,2466.000000
3169,2791,24,1149,2466.000000
3170,2791,24,1149,2466.000000
3171,2791,24,1149,2466.000000
3172,2791,24,1149,2466.000000
3173,2791,24,1149,2466.000000
3174,2791,24,1149,2466.000000
3175,2791,24,1149,2466.000000
3176,2791,24,1149,2466.000000
3177,2791,24,1149,2466.000000
3178,2791,24,1149,2466.000000
3179,2791,24,1149,2466.000000
3180,2791,24,1149,2466.000000
3181,2791,24,1149,2466.000000
3182,2791,24,1149,2466.000000
3183,2791,24,1149,2466.000000
3184,2791,24,1149,2466.000000
3185,2791,24,1149,2466.000000
3186,2791,24,1149,2466.000000
3187,2791,24,1149,2466.000000
3188,2791,24,1149,2466.000000
3189,2791,24,1149,2466.000000
3190,2791,24,1149,2466.000000
3191,2791,24,1149,2466.000000
3192,2791,24,1149,2466.000000
3193,2791,24,1149,2466.000000
3194,2791,24,1149,2466.000000
3195,2791,24,1149,2466.000000
3196,2791,24,1149,2466.000000
3197,2791,24,1149,2466.000000
3198,2791,24,1149,2466.000000
3199,2791,24,1149,2466.000000
3200,2791,24,1149,2466.000000
3201,2791,24,1149,2466.000000
3202,2791,24,1149,2466.000000
3203,2791,24,1149,2466.000000
3204,2791,24,1149,2466.000000
3205,2791,24,1149,2466.000000
3206,2791,24,1149,2466.000000
3207,2791,24,1149,2466.000000
3208,2791,24,1149,2466.000000
3209,2791,24,1149,2466.000000
3210,2791,24,1149,2466.000000
3211,2791,24,1149,2466.000000
3212,2791,24,1149,2466.000000
3213,2791,24,1149,2466.000000
3214,2791,24,1149,2466.000000
3215,2791,24,1149,2466.000000
3216,2791,24,1149,2466.000000
3217,2791,24,1149,2466.000000
3218,2791,24,1149,2466.000000
3219,2791,24,1149,2466.000000
3220,2791,24,1149,2466.000000
3221,2791,24,1149,2466.000000
3222,2791,24,1149,2466.000000
3223,2791,24,1149,2466.000000
3224,2791,24,1149,2466.000000
3225,2791,24,1149,2466.000000
3226,2791,24,1149,2466.000000
3227,2791,24,1149,2466.000000
3228,2791,24,1149,2466.000000
3229,2791,24,1149,2466.000000
3230,2791,24,1149,2466.000000
3231,2791,24,1149,2466.000000
3232,2791,24,1149,2466.000000
3233,2791,24,1149,2466.000000
3234,2791,24,1149,2466.000000
3235,2791,24,1149,2466.000000
3236,2791,24,1149,2466.000000
3237,2791,24,1149,2466.000000
3238,2791,24,1149,2466.000000
3239,2791,24,1149,2466.000000
3240,2791,24,1149,2466.000000
3241,2791,24,1149,2466.000000
3242,2791,24,1149,2466.000000
3243,2791,24,1149,2466.000000
3244,2791,24,1149,2466.000000
3245,2791,24,1149,2466.000000
3246,2791,24,1149,2466.000000
3247,2791,24,1149,2466.000000
3248,2791,24,1149,2466.000000
3249,2791,24,1149,2466.000000
3250,2791,24,1149,2466.000000
3251,2791,24,1149,2466.000000
3252,2791,24,1149,2466.000000
3253,2791,24,1149,2466.000000
3254,2791,24,1149,2466.000000
3255,2791,24,1149,2466.000000
3256,2791,24,1149,2466.000000
3257,2791,24,1149,2466.000000
3258,2791,24,1149,2466.000000
3259,2791,24,1149,2466.000000
3260,2791,24,1149,2466.000000
3261,2791,24,1149,2466.000000
3262,2791,24,1149,2466.000000
3263,2791,24,1149,2466.000000
3264,2791,24,1149,2466.000000
3265,2791,24,1149,2466.000000
3266,2791,24,1149,2466.000000
3267,2791,24,1149,2466.000000
3268,2791,24,1149,2466.000000
3269,2791,24,1149,2466.000000
3270,2791,24,1149,2466.000000
3271,2791,24,1149,2466.000000
3272,2791,24,1149,2466.000000
3273,2791,24,1149,2466.000000
3274,2791,24,1149,2466.000000
3275,2791,24,1149,2466.000000
3276,2791,24,1149,2466.000000
3277,2791,24,1149,2466.000000
3278,2791,24,1149,2466.000000
3279,2791,24,1149,2466.000000
3280,2791,24,1149,2466.000000
3281,2791,24,1149,2466.000000
3282,2791,24,1149,2466.000000
3283,2791,24,1149,2466.000000
3284,2791,24,1149,2466.000000
3285,2791,24,1149,2466.000000
3286,2791,24,1149,2466.000000
3287,2791,24,1149,2466.000000
3288,2791,24,1149,2466.000000
3289,2791,24,1149,2466.000000
3290,2791,24,1149,2466.000000
3291,2791,24,1149,2466.000000
3292,2791,24,1149,2466.000000
3293,2791,24,1149,2466.000000
3294,2791,24,1149,2466.000000
3295,2791,24,1149,2466.000000
3296,2791,24,1149,2466.000000
3297,2791,24,1149,2466.000000
3298,2791,24,1149,2466.000000
3299,2791,24,1149,2466.000000
3300,2791,24,1149,2466.000000
3301,2791,24,1149,2466.000000
3302,2791,24,1149,2466.000000
3303,2791,24,1149,2466.000000
3304,2791,24,1149,2466.000000
3305,2791,24,1149,2466.000000
3306,2791,24,1149,2466.000000
3307,2791,24,1149,2466.000000
3308,2791,24,1149,2466.000000
3309,2791,24,1149,2466.000000
3310,2791,24,1149,2466.000000
3311,2791,24,1149,2466.000000
3312,2791,24,1149,2466.000000
3313,2791,24,1149,2466.000000
3314,2791,24,1149,2466.000000
3315,2791,24,1149,2466.000000
3316,2791,24,1149,2466.000000
3317,2791,24,1149,2466.000000
3318,2791,24,1149,2466.000000
3319,2791,24,1149,2466.000000
3320,2791,24,1149,2466.000000
3321,2791,24,1149,2466.000000
3322,2791,24,1149,2466.000000
3323,2791,24,1149,2466.000000
3324,2791,24,1149,2466.000000
3325,2791,24,1149,2466.000000
3326,2791,24,1149,2466.000000
3327,2791,24,1149,2466.000000
3328,2791,24,1149,2466.000000
3329,2791,24,1149,2466.000000
3330,2791,24,1149,2466.000000
3331,2791,24,1149,2466.000000
3332,2791,24,1149,2466.000000
3333,2791,24,1149,2466.000000
3334,2791,24,1149,2466.000000
3335,2791,24,1149,2466.000000
3336,2791,24,1149,2466.000000
3337,2791,24,1149,2466.000000
3338,2791,24,1149,2466.000000
3339,2791,24,1149,2466.000000
3340,2791,24,1149,2466.000000
3341,2791,24,1149,2466.000000
3342,2791,24,1149,2466.000000
3343,2791,24,1149,2466.000000
3344,2791,24,1149,2466.000000
3345,2791,24,1149,2466.000000
3346,2791,24,1149,2466.000000
3347,2791,24,1149,2466.000000
3348,2791,24,1149,2466.000000
3349,2791,24,1149,2466.000000
3350,2791,24,1149,2466.000000
3351,2791,24,1149,2466.000000
3352,2791,24,1149,2466.000000
3353,2791,24,1149,2466.000000
3354,2791,24,1149,2466.000000
3355,2791,24,1149,2466.000000
3356,2791,24,1149,2466.000000
3357,2791,24,1149,2466.000000
3358,2791,24,1149,2466.000000
3359,2791,24,1149,2466.000000
3360,2791,24,1149,2466.000000
3361,2791,24,1149,2466.000000
3362,2791,24,1149,2466.000000
3363,2791,24,1149,2466.000000
3364,2791,24,1149,2466.000000
3365,2791,24,1149,2466.000000
3366,2791,24,1149,2466.000000
3367,2791,24,1149,2466.000000
3368,2791,24,1149,2466.000000
3369,2791,24,1149,2466.000000
3370,2791,24,1149,2466.000000
3371,2791,24,1149,2466.000000
3372,2791,24,1149,2466.000000
3373,2791,24,1149,2466.000000
3374,2791,24,1149,2466.000000
3375,2791,24,1149,2466.000000
3376,2791,24,1149,2466.000000
3377,2791,24,1149,2466.000000
3378,2791,24,1149,2466.000000
3379,2791,24,1149,2466.000000
3380,2791,24,1149,2466.000000
3381,2791,24,1149,2466.000000
3382,2791,24,1149,2466.000000
3383,2791,24,1149,2466.000000
3384,2791,24,1149,2466.000000
3385,2791,24,1149,2466.000000
3386,2791,24,1149,2466.000000
3387,2791,24,1149,2466.000000
3388,2791,24,1149,2466.000000
3389,2791,24,1149,2466.000000
3390,2791,24,1149,2466.000000
3391,2791,24,1149,2466.000000
3392,2791,24,1149,2466.000000
3393,2791,24,1149,2466.000000
3394,2791,24,1149,2466.000000
3395,2791,24,1149,2466.000000
3396,2791,24,1149,2466.000000
3397,2791,24,1149,2466.000000
3398,2791,24,1149,2466.000000
3399,2791,24,1149,2466.000000
3400,2791,24,1149,2466.000000
3401,2791,24,1149,2466.000000
3402,2791,24,1149,2466.000000
3403,2791,24,1149,2466.000000
3404,2791,24,1149,2466.000000
3405,2791,24,1149,2466.000000
3406,2791,24,1149,2466.000000
3407,2791,24,1149,2466.000000
3408,2791,24,1149,2466.000000
3409,2791,24,1149,2466.000000
3410,2791,24,1149,2466.000000
3411,2791,24,1149,2466.000000
3412,2791,24,1149,2466.000000
3413,2791,24,1149,2466.000000
3414,2791,24,1149,2466.000000
3415,2791,24,1149,2466.000000
3416,2791,24,1149,2466.000000
3417,2791,24,1149,2466.000000
3418,2791,24,1149,2466.000000
3419,2791,24,1149,2466.000000
3420,2791,24,1149,2466.000000
3421,2791,24,1149,2466.000000
3422,2791,24,1149,2466.000000
3423,2791,24,1149,2466.000000
3424,2791,24,1149,2466.000000
3425,2791,24,1149,2466.000000
3426,2791,24,1149,2466.000000
3427,2791,24,1149,2466.000000
3428,2791,24,1149,2466.000000
3429,2791,24,1149,2466.000000
3430,2791,24,1149,2466.000000
3431,2791,24,1149,2466.000000
3432,2791,24,1149,2466.000000
3433,2791,24,1149,2466.000000
3434,2791,24,1149,2466.000000
3435,2791,24,1149,2466.000000
3436,2791,24,1149,2466.000000
3437,2791,24,1149,2466.000000
3438,2791,24,1149,2466.000000
3439,2791,24,1149,2466.000000
3440,2791,24,1149,2466.000000
3441,2791,24,1149,2466.000000
3442,2791,24,1149,2466.000000
3443,2791,24,1149,2466.000000
3444,2791,24,1149,2466.000000
3445,2791,24,1149,2466.000000
3446,2791,24,1149,2466.000000
3447,2791,24,1149,2466.000000
3448,2791,24,1149,2466.000000
3449,2791,24,1149,2466.000000
3450,2791,24,1149,2466.000000
3451,2791,24,1149,2466.000000
3452,2791,24,1149,2466.000000
3453,2791,24,1149,2466.000000
3454,2791,24,1149,2466.000000
3455,2791,24,1149,2466.000000
3456,2791,24,1149,2466.000000
3457,2791,24,1149,2466.000000
3458,2791,24,1149,2466.000000
3459,2791,24,1149,2466.000000
3460,2791,24,1149,2466.000000
3461,2791,24,1149,2466.000000
3462,2791,24,1149,2466.000000
3463,2791,24,1149,2466.000000
3464,2791,24,1149,2466.000000
3465,2791,24,1149,2466.000000
3466,2791,24,1149,2466.000000
3467,2791,24,1149,2466.000000
3468,2791,24,1149,2466.000000
3469,2791,24,1149,2466.000000
3470,2791,24,1149,2466.000000
3471,2791,24,1149,2466.000000
3472,2791,24,1149,2466.000000
3473,2791,24,1149,2466.000000
3474,2791,24,1149,2466.000000
3475,2791,24,1149,2466.000000
3476,2791,24,1149,2466.000000
3477,2791,24,1149,2466.000000
3478,2791,24,1149,2466.000000
3479,2791,24,1149,2466.000000
3480,2791,24,1149,2466.000000
3481,2791,24,1149,2466.000000
3482,2791,24,1149,2466.000000
3483,2791,24,1149,2466.000000
3484,2791,24,1149,2466.000000
3485,2791,24,1149,2466.000000
3486,2791,24,1149,2466.000000
3487,2791,24,1149,2466.000000
3488,2791,24,1149,2466.000000
3489,2791,24,1149,2466.000000
3490,2791,24,1149,2466.000000
3491,2791,24,1149,2466.000000
3492,2791,24,1149,2466.000000
3493,2791,24,1149,2466.000000
3494,2791,24,1149,2466.000000
3495,2791,24,1149,2466.000000
3496,2791,24,1149,2466.000000
3497,2791,24,1149,2466.000000
3498,2791,24,1149,2466.000000
3499,2791,24,1149,2466.000000
3500,2791,24,1149,2466.000000
3501,2791,24,1149,2466.000000
3502,2791,24,1149,2466.000000
3503,2791,24,1149,2466.000000
3504,2791,24,1149,2466.000000
3505,2791,24,1149,2466.000000
3506,2791,24,1149,2466.000000
3507,2791,24,1149,2466.000000
3508,2791,24,1149,2466.000000
3509,2791,24,1149,2466.000000
3510,2791,24,1149,2466.000000
3511,2791,24,1149,2466.000000
3512,2791,24,1149,2466.000000
3513,2791,24,1149,2466.000000
3514,2791,24,1149,2466.000000
3515,2791,24,1149,2466.000000
3516,2791,24,1149,2466.000000
3517,2791,24,1149,2466.000000
3518,2791,24,1149,2466.000000
3519,2791,24,1149,2466.000000
3520,2791,24,1149,2466.000000
3521,2791,24,1149,2466.000000
3522,2791,24,1149,2466.000000
3523,2791,24,1149,2466.000000
3524,2791,24,1149,2466.000000
3525,2791,24,1149,2466.000000
3526,2791,24,1149,2466.000000
3527,2791,24,1149,2466.000000
3528,2791,24,1149,2466.000000
3529,2791,24,1149,2466.000000
3530,2791,24,1149,2466.000000
3531,2791,24,1149,2466.000000
3532,2791,24,1149,2466.000000
3533,2791,24,1149,2466.000000
3534,2791,24,1149,2466.000000
3535,2791,24,1149,2466.000000
3536,2791,24,1149,2466.000000
3537,2791,24,1149,2466.000000
3538,2791,24,1149,2466.000000
3539,2791,24,1149,2466.000000
3540,2791,24,1149,2466.000000
3541,2791,24,1149,2466.000000
3542,2791,24,1149,2466.000000
3543,2791,24,1149,2466.000000
3544,2791,24,1149,2466.000000
3545,2791,24,1149,2466.000000
3546,2791,24,1149,2466.000000
3547,2791,24,1149,2466.000000
3548,2791,24,1149,2466.000000
3549,2791,24,1149,2466.000000
3550,2791,24,1149,2466.000000
3551,2791,24,1149,2466.000000
3552,2791,24,1149,2466.000000
3553,2791,24,1149,2466.000000
3554,2791,24,1149,2466.000000
3555,2791,24,1149,2466.000000
3556,2791,24,1149,2466.000000
3557,2791,24,1149,2466.000000
3558,2791,24,1149,2466.000000
3559,2791,24,1149,2466.000000
3560,2791,24,1149,2466.000000
3561,2791,24,1149,2466.000000
3562,2791,24,1149,2466.000000
3563,2791,24,1149,2466.000000
3564,2791,24,1149,2466.000000
3565,2791,24,1149,2466.000000
3566,2791,24,1149,2466.000000
3567,2791,24,1149,2466.000000
3568,2791,24,1149,2466.000000
3569,2791,24,1149,2466.000000
3570,2791,24,1149,2466.000000
3571,2791,24,1149,2466.000000
3572,2791,24,1149,2466.000000
3573,2791,24,1149,2466.000000
3574,2791,24,1149,2466.000000
3575,2791,24,1149,2466.000000
3576,2791,24,1149,2466.000000
3577,2791,24,1149,2466.000000
3578,2791,24,1149,2466.000000
3579,2791,24,1149,2466.000000
3580,2791,24,1149,2466.000000
3581,2791,24,1149,2466.000000
3582,2791,24,1149,2466.000000
3583,2791,24,1149,2466.000000
3584,2791,24,1149,2466.000000
3585,2791,24,1149,2466.000000
3586,2791,24,1149,2466.000000
3587,2791,24,1149,2466.000000
3588,2791,24,1149,2466.000000
3589,2791,24,1149,2466.000000
3590,2791,24,1149,2466.000000
3591,2791,24,1149,2466.000000
3592,2791,24,1149,2466.000000
3593,2791,24,1149,2466.000000
3594,2791,24,1149,2466.000000
3595,2791,24,1149,2466.000000
3596,2791,24,1149,2466.000000
3597,2791,24,1149,2466.000000
3598,2791,24,1149,2466.000000
3599,2791,24,1149,2466.000000
3600,2791,24,1149,2466.000000
3601,2791,24,1149,2466.000000
3602,2791,24,1149,2466.000000
3603,2791,24,1149,2466.000000
3604,2791,24,1149,2466.000000
3605,2791,24,1149,2466.000000
3606,2791,24,1149,2466.000000
3607,2791,24,1149,2466.000000
3608,2791,24,1149,2466.000000
3609,2791,24,1149,2466.000000
3610,2791,24,1149,2466.000000
3611,2791,24,1149,2466.000000
3612,2791,24,1149,2466.000000
3613,2791,24,1149,2466.000000
3614,2791,24,1149,2466.000000
3615,2791,24,1149,2466.000000
3616,2791,24,1149,2466.000000
3617,2791,24,1149,2466.000000
3618,2791,24,1149,2466.000000
3619,2791,24,1149,2466.000000
3620,2791,24,1149,2466.000000
3621,2791,24,1149,2466.000000
3622,2791,24,1149,2466.000000
3623,2791,24,1149,2466.000000
3624,2791,24,1149,2466.000000
3625,2791,24,1149,2466.000000
3626,2791,24,1149,2466.000000
3627,2791,24,1149,2466.000000
