nCospec,nIndividualDups,nAllDupEvents,nJointDups,nXtinc,nHostSwitch,nLineageSort,codivs,dups,losses,cost,sdTime,mrDups,mrLosses,mrCost,mrTime,nH,nP,rB,pJ
291,110,13,13,0,0,304,300,15,280,430,2.196824550628662,14,264,404,20.465112924575806,50,20,5.0,0.5
559,178,15,15,0,0,571,569,17,538,708,4.493219614028931,15,532,682,195.54014945030212,50,20,5.0,0.5
437,281,8,8,0,0,445,441,8,435,515,3.8141021728515625,8,435,515,0.06750965118408203,50,20,5.0,0.5
2641,491,9,9,0,0,2665,2687,21,2509,2719,27.53789496421814,10,2555,2655,14.165396451950073,50,20,5.0,0.5
952,207,9,9,0,0,930,960,14,881,1021,9.434035301208496,10,890,990,2.271469831466675,50,20,5.0,0.5
313,89,12,12,0,0,279,321,12,250,370,1.9530107975006104,12,250,370,1.4090850353240967,50,20,5.0,0.5
1342,346,10,10,0,0,1378,1377,24,1273,1513,13.831225395202637,10,1310,1410,108.0719199180603,50,20,5.0,0.5
1545,447,11,11,0,0,1583,1573,20,1499,1699,16.887157440185547,11,1525,1635,8.740440130233765,50,20,5.0,0.5
1365,270,10,10,0,0,1360,1379,14,1322,1462,10.00572657585144,11,1316,1426,23.143425941467285,50,20,5.0,0.5
751,124,9,9,0,0,726,758,9,710,800,5.899144649505615,10,706,806,50.58246469497681,50,20,5.0,0.5
4825,1467,15,15,0,0,5025,4964,39,4577,4967,67.25944662094116,20,4652,4852,6614.739568471909,50,20,5.0,0.5
194,28,5,5,0,0,207,198,5,175,225,0.9825935363769531,5,175,225,0.20484399795532227,50,20,5.0,0.5
351,98,10,10,0,0,366,358,11,336,446,2.6141347885131836,12,334,454,1.1494524478912354,50,20,5.0,0.5
340,82,8,8,0,0,324,342,8,303,383,2.600224733352661,9,301,391,1.2381565570831299,50,20,5.0,0.5
3661,1128,15,15,0,0,3793,3756,37,3495,3865,47.86640024185181,18,3557,3737,2299.441856622696,50,20,5.0,0.5
547,134,9,9,0,0,500,560,9,467,557,3.6204674243927,9,465,555,5.501736640930176,50,20,5.0,0.5
260,67,9,9,0,0,256,269,9,221,311,1.6994264125823975,10,220,320,1.080268144607544,50,20,5.0,0.5
1225,333,12,12,0,0,1209,1248,13,1158,1288,12.32185411453247,13,1142,1272,37.25297498703003,50,20,5.0,0.5
864,1433,12,12,0,0,944,883,18,886,1066,16.3194797039032,12,900,1020,0.8857479095458984,50,20,5.0,0.5
681,226,12,12,0,0,703,710,14,637,777,5.112704515457153,13,643,773,3.0695765018463135,50,20,5.0,0.5
610,137,10,10,0,0,616,624,11,575,685,4.743202209472656,10,576,676,36.30110573768616,50,20,5.0,0.5
416,101,11,11,0,0,375,421,13,349,479,3.4912967681884766,11,349,459,11.917088747024536,50,20,5.0,0.5
599,123,8,8,0,0,608,607,9,582,672,5.377128839492798,9,579,669,2.1204020977020264,50,20,5.0,0.5
387,206,12,12,0,0,402,398,13,369,499,4.269699335098267,12,365,485,1.301466703414917,50,20,5.0,0.5
409,96,10,10,0,0,435,417,11,406,516,3.307626962661743,10,407,507,73.54903531074524,50,20,5.0,0.5
870,291,12,12,0,0,922,893,15,869,1019,8.58985185623169,12,857,977,28.638054609298706,50,20,5.0,0.5
566,879,16,16,0,0,580,619,27,417,687,10.330660820007324,17,456,626,35.094584941864014,50,20,5.0,0.5
960,270,8,8,0,0,1001,976,11,949,1059,9.146287679672241,10,956,1056,0.2959256172180176,50,20,5.0,0.5
1215,462,12,12,0,0,1149,1229,15,1115,1265,11.746421098709106,12,1121,1241,181.97368907928467,50,20,5.0,0.5
838,235,12,12,0,0,795,859,14,746,886,7.903926849365234,12,740,860,203.1842451095581,50,20,5.0,0.5
768,100,5,5,0,0,735,779,6,709,769,4.845074892044067,5,714,764,0.9509179592132568,50,20,5.0,0.5
4954,1103,12,12,0,0,4931,5034,21,4707,4917,62.19363975524902,15,4731,4881,110.56608176231384,50,20,5.0,0.5
696,229,12,12,0,0,680,706,17,647,817,6.621929407119751,12,657,777,2.4170949459075928,50,20,5.0,0.5
309,92,12,12,0,0,292,322,12,248,368,2.0485873222351074,12,248,368,16.84901261329651,50,20,5.0,0.5
231,43,6,6,0,0,240,235,6,220,280,1.1637380123138428,7,218,288,0.342318058013916,50,20,5.0,0.5
207,312,14,14,0,0,220,207,15,206,356,1.9683852195739746,14,204,344,16.052128076553345,50,20,5.0,0.5
1478,491,16,16,0,0,1338,1512,30,1236,1536,17.082307815551758,16,1266,1426,1259.7515976428986,50,20,5.0,0.5
3196,755,12,12,0,0,3334,3253,22,3161,3381,37.13347411155701,14,3184,3324,52.75404214859009,50,20,5.0,0.5
689,369,14,14,0,0,718,725,22,623,843,8.476119041442871,14,640,780,11.932009220123291,50,20,5.0,0.5
541,114,10,10,0,0,475,548,10,451,551,3.69023060798645,10,451,551,4.624594449996948,50,20,5.0,0.5
3185,967,15,15,0,0,3254,3281,36,2964,3324,46.368425130844116,16,3045,3205,20226.723303556442,50,20,5.0,0.5
1475,292,8,8,0,0,1458,1491,11,1417,1527,11.925157070159912,9,1403,1493,1.1018943786621094,50,20,5.0,0.5
320,120,16,16,0,0,332,332,16,296,456,2.1438615322113037,16,296,456,165.12976574897766,50,20,5.0,0.5
151,79,12,12,0,0,154,157,12,127,247,0.5347535610198975,12,127,247,3.035813331604004,50,20,5.0,0.5
167,93,10,10,0,0,170,174,10,129,229,1.1098778247833252,11,124,234,0.32995104789733887,50,20,5.0,0.5
353,414,10,10,0,0,355,368,12,302,422,5.29946231842041,10,313,413,0.14593839645385742,50,20,5.0,0.5
384,116,16,16,0,0,376,398,17,331,501,2.960374355316162,17,326,496,3051.990117073059,50,20,5.0,0.5
511,172,8,8,0,0,516,522,9,476,566,4.426009654998779,8,479,559,0.09222030639648438,50,20,5.0,0.5
680,142,10,10,0,0,591,688,12,564,684,5.9661993980407715,10,562,662,6.086990594863892,50,20,5.0,0.5
396,267,14,14,0,0,394,401,15,381,531,3.767704963684082,14,366,506,2.370565891265869,50,20,5.0,0.5
309,71,9,9,0,0,311,316,11,289,399,1.6743953227996826,9,293,383,6.839000225067139,50,20,5.0,0.5
1039,316,12,12,0,0,1027,1039,16,1020,1180,11.43980860710144,13,987,1117,19.888681888580322,50,20,5.0,0.5
309,111,12,11,0,0,335,323,12,296,416,2.4057397842407227,13,293,423,20.580804347991943,50,20,5.0,0.5
519,122,11,11,0,0,488,526,12,461,581,4.184306859970093,11,457,567,2.967799663543701,50,20,5.0,0.5
367,147,12,12,0,0,402,387,12,355,475,3.0976860523223877,12,355,475,15.089184999465942,50,20,5.0,0.5
1274,282,8,8,0,0,1225,1290,10,1178,1278,10.989572763442993,8,1186,1266,0.20080256462097168,50,20,5.0,0.5
1609,400,12,12,0,0,1642,1634,14,1581,1721,14.256789922714233,12,1572,1692,11.746594429016113,50,20,5.0,0.5
726,266,11,11,0,0,748,743,15,714,864,5.9643402099609375,12,699,819,298.5237181186676,50,20,5.0,0.5
316,67,8,7,0,0,313,325,8,278,358,1.566058874130249,8,278,358,2.0127487182617188,50,20,5.0,0.5
1010,626,17,17,0,0,956,1050,30,825,1125,12.406561136245728,18,859,1039,175.08188271522522,50,20,5.0,0.5
761,145,7,7,0,0,722,771,7,700,770,5.18682074546814,8,698,778,5.153568744659424,50,20,5.0,0.5
604,439,17,17,0,0,637,628,25,560,810,7.48198127746582,18,567,747,26.331807136535645,50,20,5.0,0.5
2044,765,13,13,0,0,2072,2114,28,1865,2145,25.13841938972473,16,1903,2063,88.06894254684448,50,20,5.0,0.5
5278,1550,15,15,0,0,5412,5377,28,5106,5386,74.70686340332031,18,5150,5330,213.62314248085022,50,20,5.0,0.5
1399,427,15,15,0,0,1377,1423,18,1322,1502,12.62546968460083,17,1279,1449,91.43012285232544,50,20,5.0,0.5
209,48,6,6,0,0,211,213,7,174,244,1.0113341808319092,6,177,237,0.12112212181091309,50,20,5.0,0.5
791,294,8,8,0,0,803,802,11,767,877,7.820775985717773,8,765,845,0.9113006591796875,50,20,5.0,0.5
312,83,11,11,0,0,282,316,12,257,377,2.350245714187622,11,255,365,2.723181962966919,50,20,5.0,0.5
904,220,9,9,0,0,901,916,9,875,965,7.748480319976807,9,869,959,6.041477203369141,50,20,5.0,0.5
534,267,13,13,0,0,488,551,19,437,627,6.058255910873413,13,431,561,38.88545107841492,50,20,5.0,0.5
711,245,12,12,0,0,724,739,17,641,811,7.568861484527588,12,653,773,2.893092393875122,50,20,5.0,0.5
290,84,8,8,0,0,275,295,9,253,343,1.787032127380371,8,256,336,0.3175053596496582,50,20,5.0,0.5
286,71,6,6,0,0,301,291,6,288,348,1.5464680194854736,6,288,348,0.1326746940612793,50,20,5.0,0.5
201,128,15,15,0,0,209,207,17,187,357,1.5365049839019775,15,188,338,24.17154550552368,50,20,5.0,0.5
146,26,5,4,0,0,156,150,5,145,195,0.5478370189666748,6,141,201,0.14194488525390625,50,10,2.0,0.5
130,16,3,3,0,0,129,132,3,118,148,0.39289379119873047,3,118,148,0.025203704833984375,50,10,2.0,0.5
285,31,3,3,0,0,311,289,3,303,333,0.07958602905273438,3,303,333,0.023518800735473633,50,10,2.0,0.5
175,23,3,3,0,0,198,178,3,190,220,0.3797781467437744,3,190,220,0.022329092025756836,50,10,2.0,0.5
56,1,1,0,0,0,72,56,1,62,72,0.1718432903289795,1,62,72,0.01374673843383789,50,10,2.0,0.5
189,20,4,4,0,0,159,190,4,155,195,0.5640194416046143,4,155,195,0.03317546844482422,50,10,2.0,0.5
134,29,6,6,0,0,153,137,6,146,206,0.5699853897094727,6,146,206,0.18329286575317383,50,10,2.0,0.5
666,81,5,5,0,0,629,670,5,620,670,4.734856367111206,5,620,670,0.07229804992675781,50,10,2.0,0.5
161,51,7,7,0,0,204,165,8,189,269,0.830848217010498,8,192,272,0.6813147068023682,50,10,2.0,0.5
92,6,2,1,0,0,90,92,2,82,102,0.3424062728881836,2,82,102,0.015656709671020508,50,10,2.0,0.5
303,49,6,6,0,0,312,307,6,304,364,1.4177837371826172,7,300,370,1.6692428588867188,50,10,2.0,0.5
95,9,3,3,0,0,74,95,3,59,89,0.25554537773132324,3,59,89,0.020998477935791016,50,10,2.0,0.5
97,17,6,6,0,0,101,98,6,90,150,0.30785202980041504,6,90,150,0.13387155532836914,50,10,2.0,0.5
104,10,2,2,0,0,77,105,2,74,94,0.35786914825439453,2,74,94,0.02017664909362793,50,10,2.0,0.5
88,9,2,2,0,0,103,90,2,93,113,0.13659143447875977,2,93,113,0.018370628356933594,50,10,2.0,0.5
84,30,5,5,0,0,69,85,5,62,112,0.34682631492614746,5,62,112,0.02524590492248535,50,10,2.0,0.5
193,33,5,5,0,0,192,194,5,188,238,0.9574594497680664,5,188,238,0.17730116844177246,50,10,2.0,0.5
192,40,6,6,0,0,232,196,6,224,284,0.7445626258850098,7,223,293,0.07074785232543945,50,10,2.0,0.5
357,70,7,7,0,0,392,361,7,384,454,2.357496500015259,7,384,454,2.98258113861084,50,10,2.0,0.5
218,25,4,4,0,0,201,221,4,195,235,0.2907068729400635,4,195,235,0.04849386215209961,50,10,2.0,0.5
131,17,4,4,0,0,141,131,4,136,176,0.5166566371917725,4,136,176,0.09260940551757812,50,10,2.0,0.5
81,12,4,4,0,0,73,82,4,65,105,0.4315192699432373,4,65,105,0.022376060485839844,50,10,2.0,0.5
117,8,3,2,0,0,133,120,3,127,157,0.14861345291137695,3,127,157,0.01960277557373047,50,10,2.0,0.5
177,8,2,1,0,0,145,177,2,144,164,0.1167001724243164,2,144,164,0.029158830642700195,50,10,2.0,0.5
216,55,7,7,0,0,213,218,7,206,276,1.389045000076294,7,206,276,0.0647578239440918,50,10,2.0,0.5
223,77,5,5,0,0,242,236,6,211,271,1.7066867351531982,6,216,276,0.049329519271850586,50,10,2.0,0.5
345,60,7,7,0,0,347,349,7,333,403,2.3213462829589844,7,333,403,3.56400990486145,50,10,2.0,0.5
60,3,2,1,0,0,60,60,2,51,71,0.3323996067047119,2,51,71,0.016751766204833984,50,10,2.0,0.5
127,13,5,5,0,0,107,131,5,97,147,0.3315694332122803,5,97,147,0.05329108238220215,50,10,2.0,0.5
218,37,7,7,0,0,232,222,7,224,294,0.6556062698364258,7,224,294,2.209782838821411,50,10,2.0,0.5
67,8,3,2,0,0,90,68,3,79,109,0.19397878646850586,3,79,109,0.01697230339050293,50,10,2.0,0.5
67,25,7,5,0,0,69,67,7,64,134,0.3600642681121826,8,60,140,0.48329997062683105,50,10,2.0,0.5
196,24,4,4,0,0,202,197,4,199,239,0.8430385589599609,4,199,239,0.04368734359741211,50,10,2.0,0.5
260,28,4,4,0,0,236,262,4,230,270,1.1882965564727783,5,228,278,0.14328384399414062,50,10,2.0,0.5
104,9,3,3,0,0,78,104,3,68,98,0.37154078483581543,3,68,98,0.02224421501159668,50,10,2.0,0.5
196,46,6,6,0,0,218,206,6,191,251,1.0679576396942139,6,191,251,0.07088661193847656,50,10,2.0,0.5
80,3,1,1,0,0,75,80,1,71,81,0.29228687286376953,1,71,81,0.014425039291381836,50,10,2.0,0.5
173,44,8,8,0,0,199,179,8,185,265,0.9598109722137451,8,185,265,0.7922458648681641,50,10,2.0,0.5
143,44,5,5,0,0,130,144,5,120,170,0.8821713924407959,5,120,170,0.03743791580200195,50,10,2.0,0.5
367,55,6,6,0,0,344,370,6,337,397,2.31017804145813,7,336,406,0.46418023109436035,50,10,2.0,0.5
109,17,4,3,0,0,104,110,4,97,137,0.2920997142791748,4,97,137,0.04057478904724121,50,10,2.0,0.5
238,91,14,14,0,0,221,246,14,200,340,1.3550171852111816,14,200,340,3.5812623500823975,50,10,2.0,0.5
345,75,6,6,0,0,379,349,6,370,430,2.409698963165283,6,370,430,0.28251171112060547,50,10,2.0,0.5
89,9,2,2,0,0,74,89,2,65,85,0.3046410083770752,2,65,85,0.016020536422729492,50,10,2.0,0.5
302,64,8,8,0,0,287,308,8,271,351,1.629690408706665,8,271,351,0.3401834964752197,50,10,2.0,0.5
148,16,3,3,0,0,163,153,3,147,177,0.49289560317993164,3,147,177,0.02007460594177246,50,10,2.0,0.5
156,31,5,5,0,0,189,160,5,179,229,0.6780650615692139,5,179,229,0.3421006202697754,50,10,2.0,0.5
306,97,7,7,0,0,289,309,7,281,351,2.581394672393799,8,272,352,0.07831835746765137,50,10,2.0,0.5
82,13,5,4,0,0,87,84,5,73,123,0.24421930313110352,5,73,123,0.03760671615600586,50,10,2.0,0.5
132,20,4,4,0,0,156,136,4,145,185,0.5028531551361084,4,145,185,0.06041836738586426,50,10,2.0,0.5
172,83,9,9,0,0,174,179,11,155,265,1.0490665435791016,10,159,259,0.805443286895752,50,10,2.0,0.5
111,15,5,5,0,0,118,114,5,109,159,0.35969066619873047,5,109,159,0.37008190155029297,50,10,2.0,0.5
122,9,2,2,0,0,126,125,2,117,137,0.0873098373413086,2,117,137,0.017772197723388672,50,10,2.0,0.5
237,44,4,4,0,0,272,244,4,252,292,1.3287503719329834,4,252,292,0.06137251853942871,50,10,2.0,0.5
143,33,5,5,0,0,177,144,5,170,220,0.7491207122802734,6,169,229,0.19635558128356934,50,10,2.0,0.5
218,56,8,8,0,0,200,225,8,181,261,1.0964672565460205,8,181,261,0.37972092628479004,50,10,2.0,0.5
80,17,4,4,0,0,84,81,4,74,114,0.3182649612426758,4,74,114,0.022286653518676758,50,10,2.0,0.5
218,36,6,6,0,0,222,220,6,214,274,1.0723471641540527,6,214,274,0.05265355110168457,50,10,2.0,0.5
217,23,4,4,0,0,214,219,4,205,245,0.1231987476348877,4,205,245,0.06239604949951172,50,10,2.0,0.5
189,37,6,6,0,0,174,195,6,153,213,0.723480224609375,6,153,213,0.07064461708068848,50,10,2.0,0.5
108,20,5,5,0,0,94,109,5,82,132,0.3735048770904541,5,82,132,0.06358981132507324,50,10,2.0,0.5
83,3,1,1,0,0,80,83,1,73,83,0.17676854133605957,1,73,83,0.01409459114074707,50,10,2.0,0.5
180,40,5,5,0,0,192,185,5,181,231,0.6904146671295166,5,181,231,0.09714341163635254,50,10,2.0,0.5
241,35,5,5,0,0,212,245,5,202,252,0.9988071918487549,5,202,252,0.045462608337402344,50,10,2.0,0.5
93,24,5,5,0,0,101,96,5,88,138,0.4233219623565674,5,88,138,0.026355266571044922,50,10,2.0,0.5
70,4,1,1,0,0,89,71,1,85,95,0.32802653312683105,1,85,95,0.014641523361206055,50,10,2.0,0.5
86,5,2,2,0,0,79,86,2,67,87,0.18255138397216797,2,67,87,0.015845537185668945,50,10,2.0,0.5
79,12,6,4,0,0,107,81,5,95,145,0.30238819122314453,6,93,153,0.20292377471923828,50,10,2.0,0.5
144,33,6,6,0,0,147,146,6,135,195,0.8611164093017578,6,135,195,0.05504560470581055,50,10,2.0,0.5
165,34,5,5,0,0,177,169,5,164,214,0.8233997821807861,5,164,214,0.09132885932922363,50,10,2.0,0.5
116,20,5,5,0,0,103,118,5,89,139,0.38614726066589355,5,89,139,0.02617931365966797,50,10,2.0,0.5
481,102,8,8,0,0,467,488,8,450,530,3.2554523944854736,9,448,538,2.400862693786621,50,10,2.0,0.5
92,11,3,3,0,0,97,93,3,86,116,0.26154470443725586,3,86,116,0.022439956665039062,50,10,2.0,0.5
61,8,3,2,0,0,69,61,3,49,79,0.2100086212158203,3,49,79,0.018807649612426758,50,10,2.0,0.5
114,20,6,5,0,0,120,116,6,111,171,0.4502391815185547,7,109,179,0.3447682857513428,50,10,2.0,0.5
118,22,6,6,0,0,114,121,6,101,161,0.4035677909851074,6,101,161,0.1819782257080078,50,10,2.0,0.5
215,38,4,4,0,0,226,217,4,219,259,1.330260992050171,6,214,274,0.04738664627075195,50,10,2.0,0.5
79,19,6,6,0,0,95,82,6,84,144,0.16002583503723145,6,84,144,0.06775832176208496,50,10,2.0,0.5
108,28,6,6,0,0,111,108,6,102,162,0.43227529525756836,6,102,162,0.10047125816345215,50,10,2.0,0.5
63,4,2,2,0,0,81,63,2,67,87,0.2966749668121338,2,67,87,0.017323017120361328,50,10,2.0,0.5
432,121,7,7,0,0,427,441,8,402,482,2.810366153717041,8,407,487,0.4284346103668213,50,10,2.0,0.5
102,5,3,1,0,0,98,103,3,89,119,0.1998119354248047,3,89,119,0.030484914779663086,50,10,2.0,0.5
149,5,1,1,0,0,117,149,1,115,125,0.04627251625061035,1,115,125,0.017069578170776367,50,10,2.0,0.5
55,6,3,3,0,0,60,55,3,55,85,0.2063000202178955,3,55,85,0.01637125015258789,50,10,2.0,0.5
148,17,5,5,0,0,120,148,5,115,165,0.649728536605835,5,115,165,0.03945517539978027,50,10,2.0,0.5
274,40,5,5,0,0,337,277,5,330,380,0.28250646591186523,5,330,380,0.3711390495300293,50,10,2.0,0.5
109,20,4,4,0,0,101,109,4,92,132,0.4578554630279541,4,92,132,0.021705150604248047,50,10,2.0,0.5
64,5,1,1,0,0,85,64,1,77,87,0.23389673233032227,1,77,87,0.013615131378173828,50,10,2.0,0.5
127,12,3,2,0,0,156,128,3,152,182,0.2391059398651123,3,152,182,0.02932119369506836,50,10,2.0,0.5
84,17,5,4,0,0,80,85,5,66,116,0.39572930335998535,5,66,116,0.02659440040588379,50,10,2.0,0.5
199,39,6,6,0,0,178,205,6,164,224,0.7170894145965576,6,164,224,0.09389996528625488,50,10,2.0,0.5
141,54,6,6,0,0,157,144,6,146,206,0.8438363075256348,6,146,206,0.04219174385070801,50,10,2.0,0.5
72,5,2,1,0,0,76,73,2,68,88,0.11870074272155762,2,68,88,0.01552581787109375,50,10,2.0,0.5
407,92,8,8,0,0,414,416,9,392,482,2.8808038234710693,8,397,477,1.6060779094696045,50,10,2.0,0.5
52,22,5,4,0,0,66,52,5,59,109,0.37932252883911133,5,59,109,0.01653766632080078,50,10,2.0,0.5
126,26,5,4,0,0,166,129,5,156,206,0.5883471965789795,6,154,214,0.044580698013305664,50,10,2.0,0.5
130,10,3,3,0,0,114,130,3,99,129,0.40982675552368164,3,99,129,0.023778438568115234,50,10,2.0,0.5
197,33,6,6,0,0,187,198,6,182,242,0.6744093894958496,6,182,242,0.15662574768066406,50,10,2.0,0.5
160,32,5,5,0,0,191,168,5,168,218,0.7509291172027588,5,168,218,0.07538080215454102,50,10,2.0,0.5
473,70,5,5,0,0,478,481,5,461,511,2.599400520324707,5,461,511,0.05624532699584961,50,10,2.0,0.5
322,24,3,3,0,0,289,326,3,267,297,1.8212873935699463,3,267,297,0.06097126007080078,70,20,2.0,0.5
691,103,8,8,0,0,612,699,8,592,672,4.46749210357666,8,592,672,3.5660464763641357,70,20,2.0,0.5
167,11,3,3,0,0,182,168,3,149,179,0.6007966995239258,3,149,179,0.022190093994140625,70,20,2.0,0.5
609,54,4,4,0,0,557,614,4,544,584,3.2732083797454834,4,544,584,0.1915760040283203,70,20,2.0,0.5
161,5,1,1,0,0,167,161,1,141,151,0.5323731899261475,1,141,151,0.016078710556030273,70,20,2.0,0.5
297,212,7,7,0,0,286,309,7,253,323,3.075805425643921,7,247,317,0.03724312782287598,70,20,2.0,0.5
175,11,3,3,0,0,189,176,3,168,198,0.5224416255950928,3,168,198,0.025904178619384766,70,20,2.0,0.5
1922,233,8,8,0,0,1866,1942,8,1818,1898,14.090004682540894,8,1818,1898,99.66401624679565,70,20,2.0,0.5
335,22,3,3,0,0,286,338,3,277,307,1.1829345226287842,3,277,307,0.0466313362121582,70,20,2.0,0.5
222,30,5,5,0,0,210,223,5,195,245,1.004115343093872,5,195,245,0.10672950744628906,70,20,2.0,0.5
141,3,1,1,0,0,156,141,1,133,143,0.12027645111083984,1,133,143,0.007997989654541016,70,20,2.0,0.5
244,12,2,2,0,0,230,246,2,219,239,0.7074933052062988,2,219,239,0.04053997993469238,70,20,2.0,0.5
461,70,5,5,0,0,419,466,5,397,447,2.9849095344543457,5,397,447,0.11621594429016113,70,20,2.0,0.5
144,27,4,4,0,0,142,144,4,121,161,0.6990621089935303,4,121,161,0.05187869071960449,70,20,2.0,0.5
623,59,4,4,0,0,613,630,4,594,634,3.286856174468994,4,594,634,0.049577951431274414,70,20,2.0,0.5
489,46,4,3,0,0,473,494,4,462,502,2.414634943008423,5,458,508,1.0650274753570557,70,20,2.0,0.5
313,37,3,3,0,0,339,320,3,312,342,1.4291319847106934,3,312,342,0.04274725914001465,70,20,2.0,0.5
255,11,3,3,0,0,215,255,3,194,224,1.1088764667510986,4,193,233,0.07372498512268066,70,20,2.0,0.5
420,22,2,2,0,0,399,422,2,389,409,2.007436990737915,2,389,409,0.023114681243896484,70,20,2.0,0.5
441,156,8,8,0,0,445,458,10,394,494,3.506517171859741,9,397,487,1.9625308513641357,70,20,2.0,0.5
322,47,4,4,0,0,330,333,4,297,337,1.5922973155975342,4,297,337,0.06221961975097656,70,20,2.0,0.5
431,58,5,5,0,0,422,437,5,400,450,2.2198352813720703,5,400,450,0.38238525390625,70,20,2.0,0.5
630,196,10,10,0,0,636,636,10,618,718,4.724149942398071,11,609,719,3.5614559650421143,70,20,2.0,0.5
253,22,3,3,0,0,289,259,3,264,294,0.7858402729034424,3,264,294,0.07479739189147949,70,20,2.0,0.5
419,38,3,3,0,0,443,424,4,425,465,2.491086721420288,3,433,463,0.11274456977844238,70,20,2.0,0.5
237,36,6,6,0,0,268,242,6,238,298,1.201711893081665,6,238,298,0.8440327644348145,70,20,2.0,0.5
677,119,8,8,0,0,634,686,9,607,697,4.8192298412323,9,609,699,7.646043300628662,70,20,2.0,0.5
913,236,11,11,0,0,902,936,13,848,978,7.200779438018799,11,848,958,13.404397964477539,70,20,2.0,0.5
148,16,4,3,0,0,189,148,4,159,199,0.6756110191345215,5,157,207,0.0526890754699707,70,20,2.0,0.5
193,9,2,2,0,0,194,193,2,172,192,0.6702940464019775,2,172,192,0.01818084716796875,70,20,2.0,0.5
203,45,9,8,0,0,198,205,10,169,269,1.039905309677124,9,176,266,1.0270841121673584,70,20,2.0,0.5
231,17,3,3,0,0,261,232,3,242,272,1.0584635734558105,3,242,272,0.08236575126647949,70,20,2.0,0.5
186,3,1,1,0,0,185,186,1,172,182,0.4314124584197998,1,172,182,0.017158031463623047,70,20,2.0,0.5
212,22,3,3,0,0,251,217,3,214,244,1.0723931789398193,3,214,244,0.026775598526000977,70,20,2.0,0.5
356,51,5,5,0,0,348,362,5,331,381,1.6165778636932373,5,331,381,0.12749266624450684,70,20,2.0,0.5
346,68,4,4,0,0,369,350,4,352,392,2.068100929260254,4,352,392,0.025006532669067383,70,20,2.0,0.5
226,10,1,1,0,0,197,227,1,187,197,0.7061340808868408,1,187,197,0.03480839729309082,70,20,2.0,0.5
276,48,6,6,0,0,251,277,6,239,299,1.4993810653686523,6,239,299,0.07880687713623047,70,20,2.0,0.5
401,46,5,5,0,0,384,403,5,378,428,1.7164688110351562,5,378,428,0.1888434886932373,70,20,2.0,0.5
125,3,1,1,0,0,155,125,1,134,144,0.3806002140045166,1,134,144,0.009317874908447266,70,20,2.0,0.5
170,49,6,6,0,0,165,173,6,145,205,0.8010296821594238,6,145,205,0.025358200073242188,70,20,2.0,0.5
244,23,3,3,0,0,223,246,3,205,235,0.9366593360900879,3,205,235,0.022761106491088867,70,20,2.0,0.5
273,17,3,3,0,0,262,273,3,257,287,0.4365096092224121,3,257,287,0.06082773208618164,70,20,2.0,0.5
1357,206,7,7,0,0,1332,1360,9,1317,1407,9.15457820892334,7,1320,1390,0.23253631591796875,70,20,2.0,0.5
289,33,6,6,0,0,266,293,6,243,303,1.0235071182250977,6,243,303,0.5877017974853516,70,20,2.0,0.5
180,19,4,3,0,0,186,182,4,161,201,0.6193141937255859,4,161,201,0.04116940498352051,70,20,2.0,0.5
183,27,5,5,0,0,184,185,5,161,211,0.6041145324707031,5,161,211,0.2640414237976074,70,20,2.0,0.5
343,20,3,3,0,0,313,345,3,299,329,1.5064198970794678,3,299,329,0.05999159812927246,70,20,2.0,0.5
273,37,4,4,0,0,250,276,4,232,272,1.390425682067871,5,230,280,0.09567427635192871,70,20,2.0,0.5
395,30,3,3,0,0,380,400,3,365,395,2.2457478046417236,3,365,395,0.033162832260131836,70,20,2.0,0.5
787,95,6,6,0,0,775,792,6,761,821,4.253497123718262,6,761,821,0.9685864448547363,70,20,2.0,0.5
538,66,6,6,0,0,491,546,6,468,528,4.217543125152588,6,468,528,1.6557762622833252,70,20,2.0,0.5
459,58,5,5,0,0,439,468,5,409,459,2.5354268550872803,6,407,467,0.41603565216064453,70,20,2.0,0.5
351,27,2,2,0,0,361,354,2,349,369,1.6934349536895752,2,349,369,0.020238637924194336,70,20,2.0,0.5
296,41,5,5,0,0,265,300,5,241,291,1.3661601543426514,5,241,291,0.15437555313110352,70,20,2.0,0.5
196,10,2,2,0,0,227,198,2,201,221,0.4941086769104004,2,201,221,0.014848709106445312,70,20,2.0,0.5
668,120,8,8,0,0,723,681,9,688,778,5.510552644729614,8,686,766,23.55370831489563,70,20,2.0,0.5
471,58,6,6,0,0,462,475,6,439,499,2.6939749717712402,6,439,499,0.6449332237243652,70,20,2.0,0.5
834,90,5,5,0,0,822,841,5,804,854,3.0069658756256104,6,799,859,0.3089873790740967,70,20,2.0,0.5
645,64,5,5,0,0,603,649,5,586,636,3.213827610015869,5,586,636,1.0628275871276855,70,20,2.0,0.5
618,83,8,8,0,0,642,630,8,608,688,3.584415912628174,8,608,688,122.29324316978455,70,20,2.0,0.5
213,25,4,4,0,0,217,217,4,178,218,0.9337508678436279,4,178,218,0.0659646987915039,70,20,2.0,0.5
261,8,2,1,0,0,243,262,2,226,246,0.1874370574951172,2,226,246,0.02769637107849121,70,20,2.0,0.5
390,53,4,4,0,0,455,394,4,437,477,1.8808283805847168,4,437,477,0.05993056297302246,70,20,2.0,0.5
242,36,4,4,0,0,231,243,4,213,253,1.1271741390228271,4,213,253,0.032174110412597656,70,20,2.0,0.5
