nCospec,nIndividualDups,nAllDupEvents,nJointDups,nXtinc,nHostSwitch,nLineageSort,codivs,dups,losses,cost,sdTime,mrDups,mrLosses,mrCost,mrTime,nH,nP,rB,pJ
89,11,3,3,0,0,91,91,3,76,106,2.8360366821289062,3,76,106,0.024657011032104492,50,10,2.0,0.5
109,2,1,1,0,0,80,109,1,76,86,1.6917848587036133,1,76,86,0.009775161743164062,50,10,2.0,0.5
91,15,4,4,0,0,88,92,4,78,118,2.2200798988342285,4,78,118,0.018023252487182617,50,10,2.0,0.5
133,38,7,6,0,0,113,135,7,104,174,6.408635139465332,7,104,174,0.15492463111877441,50,10,2.0,0.5
72,0,0,0,0,0,66,72,0,56,56,0.02403998374938965,0,56,56,0.007776975631713867,50,10,2.0,0.5
100,9,3,3,0,0,103,101,3,98,128,1.9379761219024658,3,98,128,0.0463254451751709,50,10,2.0,0.5
393,126,7,7,0,0,422,406,7,394,464,33.84684634208679,7,394,464,0.21700644493103027,50,10,2.0,0.5
142,24,6,6,0,0,141,144,6,129,189,5.028217792510986,7,125,195,0.05945253372192383,50,10,2.0,0.5
206,23,3,3,0,0,186,208,3,162,192,11.082908153533936,3,162,192,0.03172111511230469,70,20,2.0,0.5
290,24,4,4,0,0,268,294,4,246,286,16.356302976608276,4,246,286,0.13713908195495605,70,20,2.0,0.5
261,16,3,3,0,0,237,264,3,222,252,10.038308382034302,3,222,252,0.02614903450012207,70,20,2.0,0.5
1164,341,13,13,0,0,1129,1188,15,1069,1219,126.66449546813965,14,1083,1223,270.6009931564331,70,20,2.0,0.5
285,34,5,5,0,0,282,292,5,252,302,16.30702304840088,5,252,302,0.25258755683898926,70,20,2.0,0.5
287,30,3,3,0,0,319,297,3,287,317,15.060154914855957,4,285,325,0.11663269996643066,70,20,2.0,0.5
192,4,1,1,0,0,178,192,1,157,167,6.0318334102630615,1,157,167,0.01248788833618164,70,20,2.0,0.5
332,35,3,3,0,0,343,338,3,316,346,20.192298650741577,3,316,346,0.04470038414001465,70,20,2.0,0.5
252,13,2,2,0,0,230,254,2,221,241,10.834491491317749,2,221,241,0.034165382385253906,70,20,2.0,0.5
285,49,7,7,0,0,304,288,7,294,364,15.025789499282837,7,294,364,1.1653246879577637,70,20,2.0,0.5
481,65,5,5,0,0,499,483,5,492,542,37.08142375946045,5,492,542,0.08127212524414062,70,20,2.0,0.5
498,54,5,5,0,0,486,501,5,479,529,24.095324754714966,6,477,537,4.120836019515991,70,20,2.0,0.5
247,23,3,3,0,0,249,250,3,229,259,12.222412347793579,3,229,259,0.062024831771850586,70,20,2.0,0.5
166,10,4,4,0,0,199,167,4,164,204,5.77305269241333,4,164,204,0.03702259063720703,70,20,2.0,0.5
675,70,5,5,0,0,636,681,5,619,669,43.521714210510254,5,619,669,1.231896162033081,70,20,2.0,0.5
239,35,4,4,0,0,246,244,4,223,263,13.726869106292725,4,223,263,0.0984199047088623,70,20,2.0,0.5
445,64,4,4,0,0,479,452,4,461,501,32.863097190856934,4,461,501,0.06491589546203613,70,20,2.0,0.5
407,38,3,3,0,0,398,414,3,382,412,22.998301029205322,4,381,421,0.059557437896728516,70,20,2.0,0.5
381,61,7,7,0,0,433,387,7,397,467,26.722863912582397,7,397,467,0.6482563018798828,70,20,2.0,0.5
215,6,2,2,0,0,196,215,2,182,202,8.095782279968262,2,182,202,0.037389516830444336,70,20,2.0,0.5
858,90,5,5,0,0,857,862,6,842,902,54.08654522895813,6,842,902,2.3090085983276367,70,20,2.0,0.5
172,21,3,3,0,0,193,174,3,169,199,9.321728229522705,3,169,199,0.025332212448120117,70,20,2.0,0.5
431,91,5,5,0,0,414,439,6,392,452,34.24230599403381,5,397,447,0.03609800338745117,70,20,2.0,0.5
252,24,3,3,0,0,263,254,3,245,275,13.84324049949646,3,245,275,0.038912296295166016,70,20,2.0,0.5
164,9,2,2,0,0,160,166,2,129,149,5.715218782424927,2,129,149,0.03698277473449707,70,20,2.0,0.5
273,31,3,3,0,0,249,276,3,236,266,15.9343421459198,3,236,266,0.027236223220825195,70,20,2.0,0.5
341,64,7,7,0,0,356,349,7,319,389,23.058732509613037,7,319,389,0.20983648300170898,70,20,2.0,0.5
415,50,4,4,0,0,481,420,4,463,503,20.02483344078064,4,463,503,0.2729957103729248,70,20,2.0,0.5
302,37,4,4,0,0,309,307,5,283,333,15.137709617614746,4,287,327,0.03220224380493164,70,20,2.0,0.5
334,40,4,4,0,0,353,341,4,331,371,21.115291118621826,4,331,371,0.048012733459472656,70,20,2.0,0.5
298,29,3,3,0,0,294,301,3,273,303,9.74350094795227,3,273,303,0.06788849830627441,70,20,2.0,0.5
259,23,4,4,0,0,238,264,4,206,246,12.35126543045044,4,206,246,0.0869755744934082,70,20,2.0,0.5
442,83,8,8,0,0,426,452,8,398,478,34.19561409950256,8,398,478,3.6253299713134766,70,20,2.0,0.5
164,8,2,2,0,0,173,165,2,145,165,5.375733137130737,2,145,165,0.01241612434387207,70,20,2.0,0.5
159,7,3,2,0,0,170,159,3,149,179,3.3215765953063965,3,149,179,0.04769730567932129,70,20,2.0,0.5
247,17,2,2,0,0,245,251,2,224,244,7.797953367233276,2,224,244,0.016710519790649414,70,20,2.0,0.5
496,83,7,7,0,0,480,506,7,458,528,40.67465925216675,7,458,528,0.19579219818115234,70,20,2.0,0.5
253,25,3,3,0,0,270,257,3,252,282,10.491844415664673,3,252,282,0.037473440170288086,70,20,2.0,0.5
233,45,7,7,0,0,275,236,7,256,326,12.096978902816772,7,256,326,1.4027388095855713,70,20,2.0,0.5
393,48,5,5,0,0,361,399,5,344,394,26.389431715011597,5,344,394,0.4355745315551758,70,20,2.0,0.5
307,26,3,3,0,0,259,308,3,244,274,18.22975468635559,3,244,274,0.024768590927124023,70,20,2.0,0.5
222,18,4,4,0,0,225,224,4,206,246,8.771636009216309,4,206,246,0.07242441177368164,70,20,2.0,0.5
180,41,6,5,0,0,153,186,6,123,183,7.206360816955566,6,123,183,0.09740972518920898,70,20,2.0,0.5
217,31,6,6,0,0,216,222,6,192,252,7.586515665054321,6,192,252,0.046227216720581055,70,20,2.0,0.5
176,29,5,5,0,0,193,178,5,167,217,8.672950506210327,5,167,217,0.04676008224487305,70,20,2.0,0.5
496,75,6,6,0,0,522,503,6,507,567,29.473210334777832,6,507,567,2.1824119091033936,70,20,2.0,0.5
270,47,7,7,0,0,260,273,7,227,297,14.98783564567566,7,227,297,0.20793390274047852,70,20,2.0,0.5
408,25,3,3,0,0,370,409,3,363,393,23.122239112854004,3,363,393,0.05364227294921875,70,20,2.0,0.5
874,180,9,9,0,0,870,898,11,810,920,71.58309125900269,10,812,912,29.71524405479431,70,20,2.0,0.5
194,10,3,3,0,0,198,194,3,179,209,11.143809795379639,3,179,209,0.21999382972717285,70,20,2.0,0.5
155,13,3,3,0,0,163,155,3,135,165,5.487761735916138,3,135,165,0.022705793380737305,70,20,2.0,0.5
325,45,6,6,0,0,278,328,6,258,318,20.185506582260132,6,258,318,0.05087876319885254,70,20,2.0,0.5
178,47,7,5,0,0,187,185,7,161,231,10.485673904418945,7,161,231,0.3133425712585449,70,20,2.0,0.5
422,90,7,7,0,0,414,427,7,398,468,31.525909185409546,7,398,468,0.14659833908081055,70,20,2.0,0.5
233,9,2,2,0,0,215,235,2,190,210,7.852073907852173,2,190,210,0.018095016479492188,70,20,2.0,0.5
248,17,3,3,0,0,280,252,3,258,288,10.854182720184326,3,258,288,0.04839324951171875,70,20,2.0,0.5
297,76,6,6,0,0,312,300,6,298,358,19.636311292648315,6,298,358,0.06488418579101562,70,20,2.0,0.5
376,28,3,3,0,0,382,379,3,360,390,20.370964527130127,3,360,390,0.0322263240814209,70,20,2.0,0.5
586,50,4,4,0,0,516,587,4,509,549,31.513288021087646,4,509,549,0.08611321449279785,70,20,2.0,0.5
399,64,8,8,0,0,424,405,8,404,484,28.575204849243164,8,404,484,3.71354341506958,70,20,2.0,0.5
267,93,9,8,0,0,288,275,9,264,354,21.413198471069336,10,263,363,0.4369232654571533,70,20,2.0,0.5
244,22,2,2,0,0,252,247,2,239,259,10.843821048736572,2,239,259,0.020769834518432617,70,20,2.0,0.5
385,32,5,5,0,0,372,389,4,349,389,22.300132751464844,4,349,389,0.09896111488342285,70,20,2.0,0.5
842,115,7,7,0,0,836,850,7,818,888,57.8614239692688,7,818,888,1.372467041015625,70,20,2.0,0.5
376,51,4,4,0,0,389,380,4,369,409,24.770408868789673,4,369,409,0.09054899215698242,70,20,2.0,0.5
314,39,7,7,0,0,262,319,7,229,299,11.654237508773804,7,229,299,0.36101794242858887,70,20,2.0,0.5
291,27,4,4,0,0,285,294,4,273,313,12.096392631530762,4,273,313,0.07996821403503418,70,20,2.0,0.5
330,27,4,4,0,0,288,335,4,272,312,17.97387194633484,4,272,312,0.0970005989074707,70,20,2.0,0.5
343,51,6,5,0,0,330,350,6,308,368,17.974189043045044,6,308,368,0.22232294082641602,70,20,2.0,0.5
303,100,6,6,0,0,324,305,6,308,368,26.19759750366211,6,308,368,0.09788179397583008,70,20,2.0,0.5
579,70,5,5,0,0,607,587,5,586,636,33.76331448554993,5,586,636,0.22484350204467773,70,20,2.0,0.5
323,60,7,7,0,0,300,331,7,273,343,19.86606454849243,7,273,343,0.436769962310791,70,20,2.0,0.5
482,44,5,5,0,0,458,485,5,443,493,26.27102828025818,5,443,493,0.37693333625793457,70,20,2.0,0.5
188,11,4,3,0,0,190,189,4,168,208,9.021875858306885,4,168,208,0.04372286796569824,70,20,2.0,0.5
140,19,5,4,0,0,161,140,5,134,184,5.500868797302246,5,134,184,0.03492307662963867,70,20,2.0,0.5
796,104,6,6,0,0,801,803,6,779,839,61.206966161727905,6,779,839,0.1483452320098877,70,20,2.0,0.5
274,32,4,4,0,0,290,278,4,277,317,14.188307762145996,4,277,317,0.11403441429138184,70,20,2.0,0.5
306,41,5,5,0,0,323,310,5,311,361,9.49551248550415,5,311,361,0.2546379566192627,70,20,2.0,0.5
210,32,5,5,0,0,235,214,5,204,254,10.18860125541687,5,204,254,0.31244492530822754,70,20,2.0,0.5
262,24,4,4,0,0,301,263,4,288,328,10.738699913024902,4,288,328,0.15711688995361328,70,20,2.0,0.5
225,24,6,6,0,0,209,228,6,188,248,8.304345607757568,6,188,248,0.14424800872802734,70,20,2.0,0.5
634,69,6,6,0,0,642,644,6,612,672,40.05081248283386,6,612,672,0.11216974258422852,70,20,2.0,0.5
132,26,6,5,0,0,144,132,6,128,188,7.885727643966675,6,128,188,0.12135434150695801,70,20,2.0,0.5
193,6,1,1,0,0,174,193,1,159,169,6.872903823852539,1,159,169,0.03708672523498535,70,20,2.0,0.5
211,29,6,6,0,0,205,215,6,183,243,7.741123914718628,6,183,243,0.09123754501342773,70,20,2.0,0.5
395,39,4,4,0,0,370,399,4,354,394,24.191765546798706,4,354,394,0.03454279899597168,70,20,2.0,0.5
405,47,4,4,0,0,351,412,4,323,363,25.200062036514282,4,323,363,0.0853571891784668,70,20,2.0,0.5
246,24,3,3,0,0,274,251,3,254,284,7.62605357170105,3,254,284,0.07831406593322754,70,20,2.0,0.5
698,94,7,7,0,0,732,707,7,712,782,50.91374707221985,9,706,796,2.645383596420288,70,20,2.0,0.5
334,48,7,7,0,0,324,343,7,302,372,15.399768352508545,7,302,372,0.8754217624664307,70,20,2.0,0.5
488,108,6,6,0,0,433,498,6,407,467,46.10317850112915,6,407,467,0.29111719131469727,70,20,2.0,0.5
343,56,6,6,0,0,353,350,6,328,388,22.46692967414856,6,328,388,0.05503416061401367,70,20,2.0,0.5
199,11,2,2,0,0,186,199,2,172,192,9.981766700744629,2,172,192,0.022838115692138672,70,20,2.0,0.5
1202,183,9,9,0,0,1182,1219,9,1146,1236,90.86672043800354,9,1146,1236,23.112176418304443,70,20,2.0,0.5
475,44,4,4,0,0,473,481,4,454,494,28.59596037864685,4,454,494,0.1284041404724121,70,20,2.0,0.5
204,31,4,4,0,0,243,206,4,225,265,10.717453956604004,4,225,265,0.05157613754272461,70,20,2.0,0.5
265,20,3,3,0,0,275,269,3,248,278,14.205073118209839,3,248,278,0.03145647048950195,70,20,2.0,0.5
200,14,2,2,0,0,244,200,2,227,247,9.636352062225342,3,225,255,0.018566608428955078,70,20,2.0,0.5
237,12,2,2,0,0,248,238,2,228,248,10.337069511413574,2,228,248,0.01776909828186035,70,20,2.0,0.5
242,9,2,2,0,0,234,244,2,214,234,8.22012186050415,2,214,234,0.019941329956054688,70,20,2.0,0.5
112,15,3,3,0,0,129,113,3,99,129,4.345310211181641,3,99,129,0.0301816463470459,30,20,2.0,0.5
603,102,5,5,0,0,560,613,5,535,585,32.407291412353516,5,535,585,0.25481486320495605,30,20,2.0,0.5
229,47,5,4,0,0,253,231,5,247,297,8.485854625701904,5,247,297,0.26074743270874023,30,20,2.0,0.5
273,52,5,5,0,0,258,281,5,228,278,16.50998544692993,5,228,278,0.2911953926086426,30,20,2.0,0.5
166,58,7,7,0,0,157,170,7,135,205,9.765531301498413,7,135,205,0.12659025192260742,30,20,2.0,0.5
325,53,4,4,0,0,330,330,4,317,357,18.832910537719727,5,313,363,0.21472907066345215,30,20,2.0,0.5
152,18,3,3,0,0,149,155,3,135,165,3.4986395835876465,3,135,165,0.017455339431762695,30,20,2.0,0.5
189,24,3,3,0,0,195,194,3,169,199,5.171642541885376,3,169,199,0.043828725814819336,30,20,2.0,0.5
172,35,5,5,0,0,171,177,5,143,193,7.294226408004761,5,143,193,0.03951263427734375,30,20,2.0,0.5
280,110,9,9,0,0,261,287,9,239,329,23.194090843200684,9,239,329,0.5863215923309326,30,20,2.0,0.5
111,16,2,2,0,0,110,112,2,85,105,4.754941701889038,2,85,105,0.05450701713562012,30,20,2.0,0.5
208,60,7,7,0,0,191,211,7,172,242,9.595514297485352,7,172,242,0.05483102798461914,30,20,2.0,0.5
465,146,6,6,0,0,468,481,6,432,492,38.875059604644775,6,432,492,0.18903875350952148,30,20,2.0,0.5
188,28,3,3,0,0,188,189,3,179,209,6.631472587585449,4,176,216,0.1037297248840332,30,20,2.0,0.5
163,77,5,5,0,0,171,167,5,146,196,15.227608442306519,5,146,196,0.023052692413330078,30,20,2.0,0.5
111,17,4,3,0,0,118,112,4,93,133,3.5232186317443848,4,93,133,0.07036137580871582,30,20,2.0,0.5
123,25,5,5,0,0,153,128,5,128,178,4.845475912094116,5,128,178,0.10494756698608398,30,20,2.0,0.5
268,188,7,7,0,0,281,275,7,255,325,32.58506536483765,7,255,325,0.10611629486083984,30,20,2.0,0.5
108,14,3,3,0,0,108,109,3,93,123,6.509247541427612,3,93,123,0.04987692832946777,30,20,2.0,0.5
107,38,6,6,0,0,111,108,6,92,152,7.206800222396851,6,92,152,0.04613161087036133,30,20,2.0,0.5
164,31,4,4,0,0,174,167,4,157,197,9.293201446533203,4,157,197,0.10360193252563477,30,20,2.0,0.5
619,124,6,6,0,0,668,630,6,645,705,49.85309028625488,7,640,710,1.334878921508789,30,20,2.0,0.5
201,26,3,3,0,0,195,207,3,169,199,6.384559154510498,3,169,199,0.0375978946685791,30,20,2.0,0.5
266,133,7,7,0,0,243,271,7,215,285,25.243234395980835,7,215,285,0.1956162452697754,30,20,2.0,0.5
237,37,4,4,0,0,231,239,4,217,257,14.34215760231018,4,217,257,0.1770784854888916,30,20,2.0,0.5
207,47,5,5,0,0,190,212,5,164,214,13.785952806472778,5,164,214,0.12028050422668457,30,20,2.0,0.5
116,7,2,2,0,0,124,117,2,106,126,3.5312881469726562,2,106,126,0.01368093490600586,30,20,2.0,0.5
368,68,5,5,0,0,371,380,6,336,396,25.824439525604248,6,343,403,0.11590790748596191,30,20,2.0,0.5
340,115,8,8,0,0,363,352,8,334,414,24.229280710220337,8,334,414,0.6612379550933838,30,20,2.0,0.5
546,106,5,5,0,0,543,552,5,531,581,43.52041721343994,5,531,581,0.17995429039001465,30,20,2.0,0.5
182,27,4,4,0,0,195,184,4,179,219,6.257517576217651,4,179,219,0.11565017700195312,30,20,2.0,0.5
171,32,5,5,0,0,156,174,5,138,188,6.802677392959595,5,138,188,0.24110174179077148,30,20,2.0,0.5
388,87,6,6,0,0,370,392,7,358,428,32.610153913497925,6,361,421,0.635138750076294,30,20,2.0,0.5
200,43,5,5,0,0,202,206,5,184,234,6.6981682777404785,5,184,234,0.17101550102233887,30,20,2.0,0.5
156,39,6,6,0,0,170,159,6,152,212,8.396705865859985,7,151,221,0.26734304428100586,30,20,2.0,0.5
449,104,7,7,0,0,423,463,7,387,457,30.004380464553833,7,387,457,0.42322325706481934,30,20,2.0,0.5
214,32,2,2,0,0,217,219,2,207,227,1.227874755859375,2,207,227,0.013960123062133789,30,20,2.0,0.5
231,28,3,3,0,0,238,235,3,222,252,8.221460819244385,3,222,252,0.024575233459472656,30,20,2.0,0.5
148,30,4,4,0,0,174,151,4,153,193,8.434475660324097,4,153,193,0.08069658279418945,30,20,2.0,0.5
233,30,4,4,0,0,200,236,4,188,228,7.982568740844727,4,188,228,0.061315298080444336,30,20,2.0,0.5
168,54,6,6,0,0,170,169,6,156,216,11.000144243240356,6,156,216,0.07943081855773926,30,20,2.0,0.5
189,41,4,4,0,0,202,194,4,186,226,8.71518874168396,4,186,226,0.04031205177307129,30,20,2.0,0.5
141,42,4,4,0,0,164,147,4,142,182,7.108184099197388,4,142,182,0.06719088554382324,30,20,2.0,0.5
437,131,6,6,0,0,461,446,6,429,489,37.55211281776428,6,429,489,0.23761701583862305,30,20,2.0,0.5
154,23,3,3,0,0,155,155,3,134,164,5.333869218826294,3,134,164,0.025647640228271484,30,20,2.0,0.5
193,21,2,2,0,0,187,197,2,172,192,7.627619028091431,2,172,192,0.039988040924072266,30,20,2.0,0.5
170,35,4,4,0,0,168,175,4,145,185,9.415912866592407,4,145,185,0.022460460662841797,30,20,2.0,0.5
1049,212,6,6,0,0,1024,1062,6,996,1056,84.29835724830627,6,996,1056,0.2259838581085205,30,20,2.0,0.5
150,16,3,3,0,0,135,150,3,125,155,4.6792638301849365,3,125,155,0.031162261962890625,30,20,2.0,0.5
159,20,2,2,0,0,143,160,2,133,153,9.65520167350769,2,133,153,0.04271078109741211,30,20,2.0,0.5
189,36,5,5,0,0,183,193,5,166,216,8.119720697402954,5,166,216,0.1597900390625,30,20,2.0,0.5
175,41,4,4,0,0,183,182,4,161,201,8.01652979850769,4,161,201,0.036264896392822266,30,20,2.0,0.5
135,26,5,5,0,0,141,138,5,119,169,6.426762819290161,5,119,169,0.028818845748901367,30,20,2.0,0.5
393,82,6,6,0,0,355,405,6,320,380,23.31804895401001,6,320,380,0.43250060081481934,30,20,2.0,0.5
120,7,1,1,0,0,123,122,1,99,109,2.9660987854003906,1,99,109,0.009858369827270508,30,20,2.0,0.5
289,36,3,3,0,0,232,292,3,214,244,14.926666498184204,3,214,244,0.056416988372802734,30,20,2.0,0.5
348,55,4,4,0,0,371,354,4,358,398,20.339654207229614,4,358,398,0.4952430725097656,30,20,2.0,0.5
169,53,7,7,0,0,186,173,7,167,237,11.257036685943604,7,167,237,0.45474910736083984,30,20,2.0,0.5
215,63,7,7,0,0,198,218,7,179,249,14.409476280212402,7,179,249,1.2797808647155762,30,20,2.0,0.5
189,30,4,4,0,0,191,193,4,173,213,7.278607130050659,4,173,213,0.14267301559448242,30,20,2.0,0.5
213,60,6,6,0,0,207,217,6,192,252,11.969031810760498,6,192,252,0.14879512786865234,30,20,2.0,0.5
149,69,7,7,0,0,145,156,7,120,190,9.55981731414795,7,120,190,0.22151589393615723,30,20,2.0,0.5
389,79,4,4,0,0,399,398,4,366,406,29.76711678504944,4,366,406,0.0437014102935791,30,20,2.0,0.5
282,42,4,4,0,0,260,287,4,244,284,12.797090291976929,4,244,284,0.1385653018951416,30,20,2.0,0.5
129,23,3,3,0,0,138,130,3,123,153,9.555453062057495,3,123,153,0.03326249122619629,30,20,2.0,0.5
195,60,5,5,0,0,195,197,5,177,227,12.82051682472229,5,177,227,0.04151606559753418,30,20,2.0,0.5
1220,440,10,10,0,0,1225,1256,12,1131,1251,123.62079739570618,11,1136,1246,12.30348539352417,30,20,2.0,0.5
192,35,4,4,0,0,185,193,4,172,212,9.492905139923096,4,172,212,0.05213427543640137,30,20,2.0,0.5
123,6,1,1,0,0,108,123,1,93,103,5.408503770828247,1,93,103,0.029267549514770508,30,20,2.0,0.5
80,27,3,3,0,0,93,81,3,73,103,4.1517229080200195,3,73,103,0.02415752410888672,30,20,2.0,0.5
1741,676,9,9,0,0,1709,1792,12,1559,1679,192.36988711357117,13,1549,1679,2.0101869106292725,30,20,2.0,0.5
174,20,3,3,0,0,133,175,3,116,146,5.538825511932373,3,116,146,0.018642902374267578,30,20,2.0,0.5
266,36,4,4,0,0,229,269,4,211,251,8.62282657623291,5,209,259,0.05992484092712402,30,20,2.0,0.5
257,192,10,10,0,0,241,263,10,224,324,28.115151166915894,10,224,324,0.3928995132446289,30,20,2.0,0.5
192,21,4,4,0,0,167,193,4,156,196,2.785869598388672,4,156,196,0.12936663627624512,30,20,2.0,0.5
578,223,10,10,0,0,571,597,10,527,627,59.662147760391235,11,526,636,4.7960426807403564,30,20,2.0,0.5
153,22,4,4,0,0,169,156,4,146,186,5.739372968673706,5,145,195,0.12892436981201172,30,20,2.0,0.5
154,57,5,5,0,0,166,158,5,142,192,10.299553394317627,5,142,192,0.056763648986816406,30,20,2.0,0.5
156,33,4,4,0,0,218,158,4,212,252,7.402624845504761,4,212,252,0.27864956855773926,30,20,2.0,0.5
258,55,5,5,0,0,282,268,5,252,302,13.033443212509155,5,252,302,0.12445282936096191,30,20,2.0,0.5
169,69,7,7,0,0,178,173,7,153,223,9.246833086013794,7,153,223,0.05527377128601074,30,20,2.0,0.5
337,59,4,4,0,0,339,341,4,318,358,19.966368913650513,4,318,358,0.09343838691711426,30,20,2.0,0.5
167,30,4,4,0,0,152,168,4,140,180,6.43330717086792,4,140,180,0.09237909317016602,30,20,2.0,0.5
393,64,4,4,0,0,361,403,4,337,377,25.51444697380066,4,337,377,0.05396461486816406,30,20,2.0,0.5
1200,402,10,10,0,0,1283,1248,11,1176,1286,140.8210859298706,10,1183,1283,15.850923299789429,30,20,2.0,0.5
225,44,5,5,0,0,212,228,5,195,245,10.32030963897705,5,195,245,0.09643983840942383,30,20,2.0,0.5
187,36,5,5,0,0,190,191,5,168,218,8.651964664459229,5,168,218,0.1397855281829834,30,20,2.0,0.5
112,4,1,1,0,0,125,113,1,114,124,4.384543180465698,1,114,124,0.009863138198852539,30,20,2.0,0.5
125,32,3,3,0,0,116,128,3,88,118,5.332123756408691,3,88,118,0.015910863876342773,30,20,2.0,0.5
159,20,2,2,0,0,165,163,2,146,166,7.031813144683838,2,146,166,0.016669034957885742,30,20,2.0,0.5
102,6,1,1,0,0,93,102,1,71,81,1.134232521057129,1,71,81,0.008766889572143555,30,20,2.0,0.5
652,122,5,5,0,0,653,656,5,642,692,52.359493255615234,5,642,692,0.15532660484313965,30,20,2.0,0.5
172,23,3,3,0,0,201,175,3,178,208,4.917675733566284,3,178,208,0.15073895454406738,30,20,2.0,0.5
177,45,4,4,0,0,164,177,4,157,197,12.11880874633789,4,157,197,0.024680137634277344,30,20,2.0,0.5
171,29,3,3,0,0,151,174,3,129,159,9.386488676071167,3,129,159,0.02075934410095215,30,20,2.0,0.5
122,31,4,4,0,0,130,126,4,108,148,5.990507364273071,4,108,148,0.04202914237976074,30,20,2.0,0.5
957,252,8,8,0,0,878,977,9,832,922,95.43671917915344,8,837,917,16.086665630340576,30,20,2.0,0.5
259,50,4,4,0,0,224,262,4,212,252,17.161630392074585,4,212,252,0.07635188102722168,30,20,2.0,0.5
390,121,8,8,0,0,421,400,8,394,474,32.327871799468994,8,394,474,1.2851970195770264,30,20,2.0,0.5
269,101,6,6,0,0,266,278,8,233,313,19.46674370765686,6,242,302,0.1025397777557373,30,20,2.0,0.5
163,18,6,6,0,0,196,163,6,175,235,4.461816310882568,7,172,242,0.12818098068237305,50,20,2.0,0.2
223,20,6,5,0,0,227,225,6,206,266,7.935668706893921,6,206,266,0.03642678260803223,50,20,2.0,0.2
299,14,4,3,0,0,250,300,4,245,285,6.488506555557251,4,245,285,0.04153561592102051,50,20,2.0,0.2
179,25,5,5,0,0,146,183,4,133,173,3.51210618019104,5,131,181,0.018500566482543945,50,20,2.0,0.2
154,9,5,4,0,0,161,154,5,129,179,4.271893739700317,5,129,179,0.042166948318481445,50,20,2.0,0.2
136,9,3,3,0,0,126,136,3,111,141,2.634909152984619,3,111,141,0.016175508499145508,50,20,2.0,0.2
288,21,5,4,0,0,248,290,5,233,283,7.806178569793701,5,233,283,0.06001901626586914,50,20,2.0,0.2
206,15,4,4,0,0,202,208,4,186,226,3.6877667903900146,4,190,230,0.06318354606628418,50,20,2.0,0.2
247,14,4,4,0,0,222,248,4,214,254,7.603549957275391,4,214,254,0.025997161865234375,50,20,2.0,0.2
295,45,8,8,0,0,288,303,8,257,337,12.731427669525146,11,253,363,1.0492346286773682,50,20,2.0,0.2
132,4,3,1,0,0,142,132,3,126,156,2.8232991695404053,3,126,156,0.0972127914428711,50,20,2.0,0.2
161,9,5,3,0,0,156,161,5,141,191,3.604078531265259,5,141,191,0.062241554260253906,50,20,2.0,0.2
319,34,5,5,0,0,303,320,5,290,340,10.877702236175537,5,290,340,0.07825827598571777,50,20,2.0,0.2
177,26,7,6,0,0,210,179,7,188,258,6.429639101028442,7,188,258,0.2542862892150879,50,20,2.0,0.2
133,10,6,4,0,0,143,133,6,122,182,3.042346239089966,6,122,182,0.19014859199523926,50,20,2.0,0.2
123,9,2,2,0,0,144,125,2,131,151,0.8175182342529297,2,131,151,0.02596306800842285,50,20,2.0,0.2
176,6,2,2,0,0,176,176,2,158,178,3.3153226375579834,2,158,178,0.05151844024658203,50,20,2.0,0.2
96,13,4,3,0,0,121,97,4,105,145,1.8235909938812256,4,105,145,0.049160003662109375,50,20,2.0,0.2
187,23,7,7,0,0,165,189,7,147,217,5.739767551422119,7,147,217,0.139190673828125,50,20,2.0,0.2
220,29,6,5,0,0,200,223,6,182,242,7.246777534484863,6,182,242,0.18040966987609863,50,20,2.0,0.2
324,39,7,7,0,0,296,329,7,281,351,13.161311388015747,7,281,351,0.47543907165527344,50,20,2.0,0.2
233,15,4,4,0,0,241,233,4,229,269,4.6419196128845215,4,229,269,0.12229585647583008,50,20,2.0,0.2
127,11,2,2,0,0,160,127,2,142,162,1.8022406101226807,2,142,162,0.03833460807800293,50,20,2.0,0.2
208,13,3,3,0,0,239,211,2,225,245,2.9778335094451904,2,225,245,0.03272867202758789,50,20,2.0,0.2
344,40,5,5,0,0,319,347,6,304,364,13.420939445495605,5,308,358,0.13630342483520508,50,20,2.0,0.2
415,44,6,6,0,0,442,420,4,429,469,10.906927347183228,4,429,469,0.07368683815002441,50,20,2.0,0.2
239,15,4,4,0,0,264,239,4,260,300,2.795649528503418,4,260,300,0.04386019706726074,50,20,2.0,0.2
200,14,3,3,0,0,202,200,3,192,222,3.695242166519165,3,192,222,0.06608390808105469,50,20,2.0,0.2
211,38,7,7,0,0,192,213,7,184,254,3.8476791381835938,7,184,254,0.08682441711425781,50,20,2.0,0.2
186,19,6,5,0,0,177,187,5,166,216,3.8557777404785156,5,166,216,0.11347365379333496,50,20,2.0,0.2
176,9,4,4,0,0,163,177,4,145,185,2.3135738372802734,4,145,185,0.07455158233642578,50,20,2.0,0.2
210,20,4,4,0,0,239,214,4,219,259,5.376188278198242,4,219,259,0.03136563301086426,50,20,2.0,0.2
211,10,3,3,0,0,204,213,3,187,217,5.998440980911255,3,187,217,0.06439900398254395,50,20,2.0,0.2
158,11,4,4,0,0,167,159,4,147,187,5.638047933578491,5,145,195,0.025971412658691406,50,20,2.0,0.2
